"","","","","","","","","","","නිවාස්ත්‍ හානි","","","","",""
"","","","","","බලපෑමට ලක්වු","","","","","","","","","",""
"","","පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு Administrative","","","ghjpf;fg;gl ;l","","","","","Nrjki l e ;j","ලවනත් හානි பிற பாதிப்புகள்","","ආරක්ිත  ස්ත්‍රථාන ghJ fhg ;ghd","",""
"","","purview","","","","","","","අතුරුදහ","t PL fs; Houses","Other Dam ages","","mi kt pl k; Safe Location","",""
"","","","","","Affected","","","තුවාලවු","","","","","","",""
"","","","","","","","","","න්වූ","Dam aged","","","","",""
"","","","","ආරම්භක දිනය","","","","පුද්ගලයි","","","","","","",""
"","","","","","","","මිය යෑම්","","පුද්ගලයින්","","","","","",""
"","","","ආපදාව","mdu;j;jk ;","","","","න්","","","","","","",""
"පළාත k hfhz k ;","","","","","","","kuzq;f","fhaki","","","කුඩා හා මධය","","","","ලවනත් කරුණු                 N t W"
"","#","","mdHj;jk","Muk ;gpj;j jpfjp","","","","","fhzhk","","","ඉතා වැදගත්","ආරක්ිත","",""
"Province","","","","","","","s;","l e ;NjhH","","","පරිමාණ වයාපාරික","","","","Fwpg;Gf;fs;  Remarks"
"","","","","","","","","","y ;NghN","","","යටිතල පහසුකම්","ස්ත්‍
රථාන","",""
"","","","Disaster","Date of","","","Deaths","","","","ස්ත්‍
රථාන சிறிய,","","පවුේ","",""
"","","ප්‍රා.ලේ. ලකා","","","","","","","dhH","පූර්ණ 
අර්ධ හානි","වලට වූ හානි","","ස්ත්‍ංඛ්‍යාව","",""
"","","","","commenced","පවුේ  ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්","","Injured","","","நடுத்தர,","","ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්",""
"","දිස්ත්‍රික්කය","","","","","","","","Missing","gFjpas
හානි","நிறுவனங்களின்","mb g;gi l f;","v z;zpf;","",""
"","","gpuNjr nra .gp     DS","","","FL k;gq;fs;","e gHfs;","","People","","T","","fl ;l i kg;Gf;fs;","FL k;gq;f
i f","e gHfs;",""
"","மாவட்டம் District","","","","","","","","People","KO i k","","","","",""
"","","","","","Fam ilies","People","","","","","சேதங்கள் ; Sm all,","","s;","Persons",""
"","","Division","","","","","","","","Partially
 Fully","","Dam ages to","No. of","",""
"","","","","","","","","","","","Medium ,","","Fam ilies","",""
"","","","","","","","","","","","critical","","Safety","",""
"","","","","","","","","","","","Enterprises","","","",""
"","","","","","","","","","","","","Infrastructure","Locations","",""
"","","","","","","","","","","","Dam ages","","","",""
"","","","Highwind & Cutting","","","","","","","","","","","",""
"","","Kuruwita","","2022.11.01","1","5","","","","1","","","","",""
"","","","failure","","","","","","","","","","","",""
"","","Godakawela","High Wind","","2","5","","","","1","","","","",""
"","","","","2022.11.01","","","","","","","","","","",""
"","","","Fire","","1","2","","","","1","","","","",""
"","","","Cutting Faliure","2022.11.09","1","4","","","","1","","","","",""
"","","Kiriella","Lightning","2022.11.01","1","5","","","","1","","","","",""
"","රත්නපුර","","Heavy Rain/High wind","2022.11.01","2","5","","","","2","","","","",""
"","","Opanayaka","","","","","","","","","","","","",""
"","1
,uj;jpdGhp","","Fire","2022.11.01","1","1","","","","1","","","","",""
"","Rathnapura","","","","","","","","","","","","","",""
"","","","Flood","","2","2","","2","","","","","","",""
"","","","Landslide","2022.11.09","4","17","","","","4","","","","",""
"","","Kolonna","","","","","","","","","","","","",""
"","","","Lightning","","1","2","","","","1","","","","",""
"","","","Land Slide","2022.11.10","1","3","","","","1","","","","",""
"","","Balangoda","Heavy Rain/High wind","2022.11.01","1","3","","","","1","","","","",""
"","","kahawatta","Heavy Rain","2022.11.10","1","4","","","","1","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","19","58","0","2","0","0
16","0","0","0
0","0",""
"","","Yatiyantota","Lightnng","2022.11.07","1","2","","","","1","","","","",""
"","","","","2022.11.07","1","3","","","","1","","","","",""
"ස්ත්‍බරගමුව පලාත","","","Lightning","2022.11.04","1","4","","","","1","","","","",""
"","","Warakapola","","","","","","","","","","","","",""
"rg;ufKt","","","Heavy Rain","2022.11.07","1","3","","","","1","","","","",""
"Sabaragamuwa","","","","","","","","","","","","","","",""
"","","","Cutting Faliure","2022.11.07","1","4","","","","1","","","","",""
"","","","Lightning","2022.11.05","4","19","","","","4","","","","",""
"","","Ruwanwella","Rock Fallen","2022.11.05","1","3","","","","1","","","","",""
"","","","Tree Fallen","2022.11.06","2","8","","","","2","","","","",""
"","","Deraniyagala","Lightning","2022.11.05","1","4","","","","1","","","","",""
"","කෑගල්ල   Nffhiy","","","","","","","","","","","","","",""
"","2","Aranayake","Lanslide Risk","2022.11.03","2","10","","","","","","","","",""
"","Kegalle","","","","","","","","","","","","","",""
"","","Dehiowita","Heavy Rain","2022.11.07","1","2","","","","1","","","","",""
"","","","Collapses of wall","2022.11.05","1","1","","","","1","","","","",""
"","","Kegalle","","","","","","","","","","","","",""
"","","","Tree Fallen","2022.11.04","1","3","","","","1","","","","",""
"","","","Lightning","2022.11.04","7","25","","","","7","","","","",""
"","","Mawanella","Rock Fallen","2022.11.05","1","6","","","","1","","","","",""
"","","","","2022.11.06","2","10","","","","2","","","","",""
"","","","Heavy Rain","","","","","","","","","","","",""
"","","","","2022.11.07","2","6","","","","2","","","","",""
"","","","Lightning","2022.11.07","11","50","","2","","1","","","","",""
"","","Rambukkana","","","","","","","","","","","","",""
"","","","Cutting Faliure","2022.11.04","3","19","","","","3","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","44","182","0","2","0","0
32","0","0","0
0","0",""
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","63","240","0","4","0","0
48","0","0","0
0","0",""
"","","","Heavy Rain","2022.11.01","1","6","","","","1","","","","",""
"","","Welimada","","","","","","","","","","","","",""
"","","","Heavy Rain","2022.11.11","1","4","","","","1","","","","",""
"","","","Tree Fallen","2022.11.09","1","1","","","","1","","","","",""
"","","","Heavy Rain","2022.10.31","2","6","1","","","2","","","","",""
"","","Bandarawela","Heavy Rain","2022.11.02","1","4","","","","1","","","","",""
"","","","Heavy Rain","2022.11.05-07","9","36","","","","9","","","","",""
"","","","Heavy Rain","2022.11.09","2","5","","","","2","","","","",""
