"Northen
දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total","7","21","0","0","0","1","3","0","0","0","0"
"පළොත් ඵකතුෙ khfhz $l;Lj;njhif  Province Total","7","21","0","0","0","1","3","0","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","11","38","1","0","0","1","4","0","0","0","0"
"","","","ආපදො කළම ොකරණ මධ්‍යස්ථො ය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","",""
"","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","",""
"","","","ෆැක්ස්/ njhiy efy; / Fax:                  0112670079","","","","","","","",""
"","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","",""
"","","","නෙබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","",""
"","","","……………………………………………………….","","","","","","","",""
"","","","K.G. Mahendra Jagath","","","","","","","",""
"","","","Assistant Director / Duty Officer","","","","","","","",""
"","","","For Director General","","","","","","","",""
