"ධ්‍ය  පලොත","1","Etnuypah","","","","","","","","","","","","","","","",""
"kj;jpa","","Ambagamuwa
Nuwara Eliya","Fire","2021.03.16","17","82","","","","17","","","","","1","17","","82 Queensland Tamil School"
"khfhzk","","","","","","","","","","","","","","","","","",""
"","","දිසරික් එ තුව khtl;l $l;Lj;njhif District Total","","","31","141","0","0","0","31","0","","0","0","2","31","141",""
"Central","","","","","","","","","","","","","","","","","",""
"","","පළොත් ඵ තුව khfhz $l;Lj;njhif  Province Total","","","31","141","0","0","0","31","0","","0","0","2","31","141",""
"","","බදුල්ල","","","","","","","","","","","","","","","",""
"","2","Haldumulla
gJs;is","Tree Fallen","2021.02.07","2","10","","1","","","2","","","","1","1","","5 Sri Muttumari Amman"
"","","","","","","","","","","","","","","","","","","Kovil"
"","","Badulla","","","","","","","","","","","","","","","",""
"","","දිසරික් එ තුව khtl;l $l;Lj;njhif District Total","","","2","10","0","1","0","0","2","","0","0","1","1","5",""
"","","Buttala","","2021.03.26","4","18","","","","","4","","","","","","",""
"ඌව","","","","2021.03.26","2","8","","","","","2","","","","","","",""
"Cth","","Badalkumbura","","","","","","","","","","","","","","","",""
"","","ක ොනරොගල/nkhd","","2021.03.28","2","9","","","","","2","","","","","","",""
"khfhzk;","","","Heavy Rain / High","","","","","","","","","","","","","","",""
"","3","whfiy","","","","","","","","","","","","","","","",""
"Uva","","","Wind","","","","","","","","","","","","","","",""
"","","Mdulla
Moneragala","","2021.03.26","7","29","","","","","5","","2","","","","",""
"","","Monaragala","","2021.03.26","22","98","","","","","14","","","","","","",""
"","","Siyambalanduwa","","2021.03.26","11","41","","","","","11","","","","","","",""
"","","දිසරික් එ තුව khtl;l $l;Lj;njhif District Total","","","48","203","0","0","0","0","38","","2","0","0","0","0",""
"","","පළොත් ඵ තුව khfhz $l;Lj;njhif  Province Total","","","50","213","0","1","0","0","40","","2","0","1","1","5",""
"","","ක ොළඹ","","","","","","","","","","","","","","","",""
"","4","Colombo
nfhOk;G","Fire","2021.03.15","27","142","","","","","27","","","","1","27","","142 *Kalani Nadee Tempale"
"බසරනොහිර පලොත","","","","","","","","","","","","","","","","","","*Modara Community Hall"
"","","Colombo","","","","","","","","","","","","","","","",""
"Western","","","","","","","","","","","","","","","","","",""
"","Nky; khfhzk දිසරික් එ තුව khtl;l $l;Lj;njhif District Total","","","","27","142","0","0","0","0","27","","0","0","1","27","142",""
"","","පළොත් ඵ තුව khfhz $l;Lj;njhif  Province Total","","","27","142","0","0","0","0","27","","0","0","1","27","142",""
"","","රත්නපුර","","","","","","","","","","","","","","","","Official residence of the"
"","","","Heavy Rain / High","","","","","","","","","","","","","","",""
"","5","Balangoda
,uj;jpdGhp","","2021.03.22","40","150","","","","1","35","","1","","1","3","19","Municipal Secretary"
"සබරගමුව පලොත","","","","","","","","","","","","","","","","","",""
"","","","Wind & Landslide Risk","","","","","","","","","","","","","","","Balangoda"
"rg;ufKt","","Rathnapura","","","","","","","","","","","","","","","",""
"Sabaragamuw","","","","","","","","","","","","","","","","","",""
"","","දිසරික් එ තුව khtl;l $l;Lj;njhif District Total","","","40","150","0","0","0","1","35","","1","0","1","3","19",""
"a","","","","","","","","","","","","","","","","","",""
"","","පළොත් ඵ තුව khfhz $l;Lj;njhif  Province Total","","","40","150","0","0","0","1","35","","1","0","1","3","19",""
