"","","","","","","","","","","","","නිවාස්ත්‍ හානි","","","","","","",""
"","","","පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு","","","බලපෑමට ලක්වු","","","","","","Nrjkile;j","","ලවනත් හානි பிற பாதிப்புகள்","","ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd","","",""
"","","","Administrative purview","","","ghjpf;fg;gl;l    Affected","","","","","","tPLfs; Houses","","Other Damages","","miktplk; Safe Location","","",""
"","","","","","","","","","තුවාලවු","අතුරුදහ","","Damaged","","","","","","",""
"","","","","","ආරම්භක දිනය","","","","පුද්ගලයින්","න්වූ","","","","","","","","",""
"","","","","","mdu;j;jk;","","","මිය යෑම්","","පුද්ගලයින්","","","","කුඩා හා මධය","","","","",""
"","","","","ආපදාව","","","","","","","","","","","","","","","ලවනත් කරුණු"
"පළාත khfhzk;","","","","","","","","kuzq;f","fhakil","fhzhky;","","","","පරිමාණ වයාපාරික","ඉතා වැදගත් යටිතල","ආරක්ිත","","",""
"","#","","","mdHj;jk","Muk;gpj;j jpfjp","","","","","","","","","","","","","","NtW Fwpg;Gf;fs;"
"","","","","","","","","s;","e;NjhH","NghNdhH","","","","රථාන சிறிய,","පහසුකම් වලට වූ 
ස්ත්‍","රථාන","","",""
"Province","","","","","","","","","","","පූර්ණ","","ස්ත්‍","","","","පවුේ","","Remarks"
"","","","ප්‍රා.ලේ. ලකා","Disaster","Date of","පවුේ ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්","Deaths","","","","","අර්ධ හානි","நடுத்தர,","හානි mbg;gilf;","ස්ත්‍ංඛ්‍යාව","ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්",""
"","","දිස්ත්‍රික්කය","","","","","","","","","හානි","","","","","","","",""
"","","","","","commenced","","","","Injured","Missing","","gFjpasT","","நிறுவனங்களின்","fl;likg;Gf;fs;","vz;zpf;i","","egHfs;",""
"","","","gpuNjr nra.gp     DS","","","FLk;gq;fs;","egHfs;","","","","","","","","","","FLk;gq;f","",""
"","","மாவட்டம் District","","","","","","","","","KOik","","","","","","","",""
"","","","","","","Families","People","","People","People","","Partially","","சேதங்கள்; Small,","Damages to","f   No.","s;","Persons",""
"","","","Division","","","","","","","","Fully","","","","","","","",""
"","","","","","","","","","","","","","","Medium,","critical","of Safety","Families","",""
"","","","","","","","","","","","","","","Enterprises","Infrastructure","Locations","","",""
"","","","","","","","","","","","","","","Damages","","","","",""
"","","","","","","","","","","","","","","","","","","","1. Koslanda watta tea"
"","","","","","","","","","","","","","","","","","","","factory 2.Dambethenna"
"","","","Haldumulla","Landslide Risk","2023.10.14-11.16","","","","","","","","","","","4","109","332","3.Poonagala Tea"
"","","","","","","","","","","","","","","","","","","","Factory 4.Bathgoda"
"","","බදුල්ල","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Tamil School"
"","1","gJs;is","","","","","","","","","","","","","","","","",""
"ඌෙ","","","","","","","","","","","","","","","","","","",""
"","","Badulla","","Cutting Faliure","2023.10.14-11.16","","","","","","","","","","","1","3","","7 Udaperuwa Muslim"
"Cth khfhzk;","","","","","","","","","","","","","","","","","","","Mosque"
"Uva","","","Bandarawela","","","","","","","","","","","","","","","","1.Kalban Tamil School"
"","","","","Landslide Risk","2023.10.21-11.16","","","","","","","","","","","2","26","103","2. Galkanda"
"","","","","","","","","","","","","","","","","","","","Muthuwana School"
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","0","0","0","0","0","","0","0","0","0","7","138","442",""
"","","පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","","0","0","0","0","0","","0","0","0","0","7","138","442",""
"","","මාතර","","","","","","","","","","","","","","","","",""
"","","","","","2023.09.28 to","","","","","","","","","","","","","",""
"","2","khj;jiw","Devinuwara","Flood / Heavy Rain","","","","","","","","","","","","1","4","","21 Hiththetiya Temple"
"දකුනු පලාත","","","","","2023.11.16","","","","","","","","","","","","","",""
"","","Matara","","","","","","","","","","","","","","","","",""
"njd; khfhzk;","","","","","","","","","","","","","","","","","","",""
"Southern","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","0","0","0","0","0","","0","0","0","0","1","4","21",""
