"","Weather Forecast for Main Cities","","","","10-Dec-2023"
"","","Temperature (0C)","Relative Humidity (%)","",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","33","24","95","65","Several spells of showers"
"Batticaloa","32","26","90","75","Several spells of showers"
"Colombo","31","25","95","70","Showers or thundershowers after 2.00p.m"
"Galle","31","25","95","75","Showers or thundershowers after 2.00p.m"
"Jaffna","33","25","95","60","Several spells of showers"
"Kandy","30","22","95","75","Showers or thundershowers after 2.00p.m"
"Nuwara-Eliya","22","14","95","70","Showers or thundershowers after 2.00p.m"
"Ratnapura","33","23","95","65","Showers or thundershowers after 2.00p.m"
"Trincomalee","31","24","95","80","Several spells of showers"
"Mannar","32","25","95","70","Showers or thundershowers after 2.00p.m"
