"Imbulpe","2022.05.12","1","4","","","","","1","","","",""
"දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total","","41","154","1","0","0","0","40","2","0","0","0"
"පළාත් ඵකතුෙ khfhz $l;Lj;njhif  Province Total","","41","154","1","0","0","0","40","2","0","0","0"
"","","41","154","1","0","0","0","40","2","0","0","0"
"","","","","ආපදා කළමනාකරණ මධ්‍යස්ථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","",""
"","","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","",""
"","","","","ෆැක්ස්/ njhiy efy; / Fax:                  0112670079","","","","","","","",""
"","","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","",""
"","","","","වෙබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","",""
"","","","","……………………………………………………….","","","","","","","",""
"","","","","R.M.P.Rathnayaka","","","","","","","",""
"","","","","Duty Officer","","","","","","","",""
"","","","","For Director General","","","","","","","",""
