"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","469","2171","0","0","0","0","54","0","0","7"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","600","2619","0","0","0","2","70","0","0","7"
"","798","3384","1","0","0","5","156","16","0","9"
"","","","රාජකාරි භාර නිළධ්‍ාරි / flik mjpfhhp / Duty Officer : 011 2670002","","","","","","",""
"","","","මාධය ප්‍රකාශක / nra;jp njhlHghsHfs; / Media Spokesman :","","","","","","",""
"","","","ආපදා කළමනාකරණ මධ්‍යස්ත්‍රථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","",""
"","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","",""
"","","","ෆැක්ස්ත්‍ර/ njhiy efy; / Fax:                  0112670079","","","","","","",""
"","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","",""
"","","","ගවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","",""
"","","","……………………………………………………….","","","","","","",""
"","","","J.M.A.R.Jayarathna","","","","","","",""
"","","","Deputy  Director / Duty Officer","","","","","","",""
"","","","For Director General","","","","","","",""
