"","","","","","","","","","ky;Ngh","","","","","","","","","පවුේ",""
"Province","","","Disaster","Date of","","","Deaths","","","පූර්ණ","","","ස්ත්‍
රථාන சிறிய,","","","","","","Remarks"
"","","","","","පවුේ","","","","NdhH","","හානි","","","","වලට වූ හානි","","ස්ත්‍ංඛ්‍යාව","",""
"","","ප්‍රා.ලේ. ලකා","","","","පුද්ගලයින්","","","","","","","நடுத்தர,","","","","","පුද්ගලයින් 
ස්ත්‍ංඛ්‍යාව",""
"","දිස්ත්‍රික්කය","","","commenced","","","","Injured","","හානි","gFjpa","","","","mbg;gilf;","","vz;zpf;i","",""
"","","","","","ස්ත්‍ංඛ්‍යාව","","","","Missin","","","","நிறுவனங்களின்","","","","","",""
"","","gpuNjr nra.gp","","","","egHfs;","","","","","","","","","","","","egHfs; 
FLk;gq;",""
"","மாவட்டம் District","","","","FLk;gq;fs;","","","","","KOik","sT","","","","fl;likg;Gf;fs;","","f   No.","",""
"","","DS Division","","","","People","","","g","","","","சேதங்கள்; Small,","","","","","fs; 
Persons",""
"","","","","","Families","","","People","","Fully","Partiall","","","","Damages to","","of Safety","",""
"","","","","","","","","","People","","","","Medium,","","","","","Families",""
"","","","","","","","","","","","y","","","","critical","","Location","",""
"","","","","","","","","","","","","","Enterprises","","","","","",""
"","","","","","","","","","","","","","","","Infrastructure","","s","",""
"","","","","","","","","","","","","","Damages","","","","","",""
"","කෑගල්ල","Ruwanwella","","","92","490","","","","","","","","","","","","",""
"","1
Nffhiy","","Drought","2019.03.27","","","","","","","","","","","","","","",""
"","Kegalle","Kegalla","","","1","3","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","93","493","0","0","0","0","","0","","0","","0","0","0","0"
"සබරගමුව පලාත","","","","","","","","","","","","","","","","","","",""
"rg;ufKt","රත්නපුර","","","","","","","","","","","","","","","","","",""
"Sabaragamuwa","2
,uj;jpdGhp","Balangoda","Landslide Risk","2019.03.18","13","58","","","","","","13","","","","","1","2","13"
"","Rathnapura","","","","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","13","58","0","0","0","0","","13","","0","","0","1","2","13"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","106","551","0","0","0","0","","13","","0","","0","1","2","13"
"","","Dankotuwa","","","13","52","","","","","","","","","","","","",""
"","","Arachchikattuwa","","","1404","5059","","","","","","","","","","","","",""
"","","Mundalama","","","2041","7404","","","","","","","","","","","","",""
"","පුත්තලම","","","","","","","","","","","","","","","","","",""
"","3
Gj;jsk","Pallama","Drought","2019.01.24","1823","6173","","","","","","","","","","","","",""
"","Puttalam","","","","","","","","","","","","","","","","","",""
"","","Mahawewa","","","2164","8238","","","","","","","","","","","","",""
"","","Naththandiya","","","350","975","","","","","","","","","","","","",""
"","","Nawagathhena","","","148","392","","","","","","","","","","","","",""
"වයඹ පලාත","","","","","","","","","","","","","","","","","","",""
"tlNky;","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","7943","28293","0","0","0","0","","0","","0","","0","0","0","0"
"khfhzk;","","Narammala","","","206","1050","","","","","","","","","","","","",""
"North Western","","Bamunakotuwa","","","25","75","","","","","","","","","","","","",""
"","","Alawwa","","","223","873","","","","","","","","","","","","",""
"","කුරුනෑගල/FUdhf","Kuliyapitiya west","","","36","133","","","","","","","","","","","","",""
"","4","","Drought","2019.04.03","","","","","","","","","","","","","","",""
"","y;/ Kurunegala/","Weerambugedara","","","65","230","","","","","","","","","","","","",""
"","","Panduwasnuwara west","","","143","524","","","","","","","","","","","","",""
"","","Udubaddawa","","","83","208","","","","","","","","","","","","",""
"","","Polpithigama","","","1158","3775","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","1939","6868","0","0","0","0","","0","","0","","0","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","9882","35161","0","0","0","0","","0","","0","","0","0","0","0"
"","වව්නියාව","","","","","","","","","","","","","","","","","",""
"","5
tTdpah","Vavuniya North","Drought","2019.03.11","39","105","","","","","","","","","","","","",""
"","Vavuniya","","","","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","39","105","0","0","0","0","","0","","0","","0","0","0","0"
"","","Delft","","2019.03.18","1031","3071","","","","","","","","","","","","",""
"උතුරු පලාත","","","","","","","","","","","","","","","","","","",""
"","යාපනය","Velanai","","2019.03.21","2798","9642","","","","","","","","","","","","",""
"tl khfhzk ;","","","","","","","","","","","","","","","","","","",""
"Northen","6
aho;g;ghzk;","Kayts","Drought","","2422","7848","","","","","","","","","","","","",""
"","Jaffna","Karainagar","","2019.03.18","2760","8297","","","","","","","","","","","","",""
"","","Maruthankrny","","","1060","4630","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","10071","33488","0","0","0","0","","0","","0","","0","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","10110","33593","0","0","0","0","","0","","0","","0","0","0","0"
