"Horowpothana
Flash Flood","2025.01.18
1","8","","","","","","","","","","","1","","1","8 Mukkarawa Temple"
"khfhzk;","","","","","","","","","","","","","","","",""
"North Central
දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total","2","13","","0","0","0","0","0","","0","0","","2","","2","13"
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","2","13","","0","0","0","0","0","","0","0","","2","","2","13"
"Heavy Rain & Flash","","","","","","","","","","","","","","","",""
"කිලිවනාච්චිය 
Kandawalai","2025.01.15-17
314","857","","","","","","","","","","","","","",""
"Flood","","","","","","","","","","","","","","","",""
"2
fpspnehr;rp","","","","","","","","","","","","","","","",""
"උතුරු පලාත","","","","","","","","","","","","","","","",""
"Killinochchi
Karachchi
Tree Fallen","2025.01.15-17
1","2","","","","","","","","","","","","","",""
"tl khfhzk;","","","","","","","","","","","","","","","",""
"Northen ;
දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total","315","859","","0","0","0","0","0","","0","0","","0","","0","0"
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","315","859","","0","0","0","0","0","","0","0","","0","","0","0"
"කුරුනෑගල","","","","","","","","","","","","","","","",""
"3
Galgamuwa
High Wind
FUdhfy;","2025.01.18
1","5","","","","","","1","","","","","","","",""
"වයඹ පලාත","","","","","","","","","","","","","","","",""
"Kurunegala
tlNky; khfhzk;","","","","","","","","","","","","","","","",""
"North Western","","","","","","","","","","","","","","","",""
"දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total","1","5","","0","0","0","0","1","","0","0","","0","","0","0"
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","1","5","","0","0","0","0","1","","0","0","","0","","0","0"
"ගාල්ල","","","","","","","","","","","","","","","",""
"fhyp         
4
Town & Gravets
Fire at a Shop","2025.01.19","","","","","","","","","1","","","","","",""
"දකුනු පලාත","","","","","","","","","","","","","","","",""
"Galle","","","","","","","","","","","","","","","",""
"njd; khfhzk;","","","","","","","","","","","","","","","",""
"දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total
Southern","0","0","","0","0","0","0","0","","1","0","","0","","0","0"
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","0","0","","0","0","0","0","0","","1","0","","0","","0","0"
"නුවරඑලිය","","","","","","","","","","","","","","","",""
"5
Maskeliya
Fire at Line houses
Etnuypah 
මධ්‍යම පලාත","2025.01.17
7","33","","","","","","8","","","","","2","","7","33"
"Nuwara Eliya","","","","","","","","","","","","","","","",""
"kj;jpa khfhzk;","","","","","","","","","","","","","","","",""
"දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total
Central","7","33","","0","0","0","0","8","","0","0","","2","","7","33"
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","7","33","","0","0","0","0","8","","0","0","","2","","7","33"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","325","910","","0","0","0","0","9","","1","0","","4","","9","46"
