"","","","","","","","","","","නිවාස්ත්‍ හානි","","","","","","","",""
"","","පරිපාලන ප්‍රලද්ශය நிர்வாகப்  பிரிவு","","","බලපෑමට ලක්වු","","","","","Nrjkile;j","","","ලවනත් හානි பிற பாதிப்புகள்","","","","ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd",""
"","","Administrative purview","","","ghjpf;fg;gl;l    Affected","","","","","tPLfs; Houses","","","Other Damages","","","","miktplk; Safe Location",""
"","","","","","","","","තුවාලවු","අතුරුදහ","Damaged","","","","","","","",""
"","","","","ආරම්භක දිනය","","","","පුද්ගලයින්","න්වූ","","","","","","","","",""
"","","","","mdu;j;jk;","","","මිය යෑම්","","පුද්ගලයින්","","","","","","","","",""
"","","","ආපදාව","","","","","","","","","කුඩා හා මධය","","","","","","ලවනත් කරුණු"
"පළාත khfhzk;","","","","","","","kuzq;f","fhakil","fhzhky;","","","පරිමාණ වයාපාරික","","ඉතා වැදගත් යටිතල","","ආරක්ිත","",""
"","#","","mdHj;jk","Muk;gpj;j jpfjp","","","","","","","","","","","","","","NtW Fwpg;Gf;fs;"
"","","","","","","","s;","e;NjhH","NghNdhH","","","","","පහසුකම් වලට වූ","","ස්ත්‍
රථාන","පවුේ",""
"Province","","","","","","","","","","පූර්ණ","","ස්ත්‍
රථාන சிறிய,","","","","","","Remarks"
"","","දිස්ත්‍රික්කය","Disaster
ප්‍රා.ලේ. ලකා","Date of","පවුේ ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්","Deaths","","","","අර්ධ හානි","நடுத்தர,","","හානි mbg;gilf;","","ස්ත්‍ංඛ්‍යාව","ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්"
"","","","","","","","","","","හානි","","","","","","","",""
"","","மாவட்டம்","","commenced","","","","Injured","Missing","","gFjpasT","நிறுவனங் களி","","fl;likg;Gf;fs;","","vz;zpf;i","","egHfs;"
"","","","gpuNjr nra.gp     DS","","FLk;gq;fs;","egHfs;","","","","","","","","","","","FLk;gq;f",""
"","","","","","","","","People","People","KOik","","ன
்  சேதங் கள்","","","","","",""
"","","","","","Families","People","","","","","Partially","","","Damages to","","f   No.","s;","Persons"
"","","District
Division","","","","","","","","Fully","","Small, Medium,","","","","","",""
"","","","","","","","","","","","","","","critical","","of Safety","Families",""
"","","","","","","","","","","","","Enterprises","","Infrastructure","","Locations","",""
"","","","","","","","","","","","","Damages","","","","","",""
"","","නුවරඑලිය","","","","","","","","","","","","","","","",""
"","1","Maskeliya
Etnuypah","Fire at Line houses","2025.01.17","7","33","","","","","8","","","","","2","7","33"
"මධ්‍යම පලාත","","","","","","","","","","","","","","","","","",""
"","","Nuwara Eliya","","","","","","","","","","","","","","","",""
"kj;jpa khfhzk;","","","","","","","","","","","","","","","","","",""
"Central","","දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","7","33","0","0","0","0","8","","0","","0","2","7","33"
"","","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","7","33","0","0","0","0","8","","0","","0","2","7","33"
"","","Badulla","Heavy Rain","2025.01.12/17/20","3","12","","","","","3","","","","","","",""
"","","Welimada","High Wind / Rain","2025.01.14/27","2","8","","","","","2","","","","","","",""
"","","බදුල්ල","Heavy Rain/Cutting","","","","","","","","","","","","","","",""
"","","Bandarawela","","2025.01.23/25","4","14","","","","","4","","","","","","",""
"","2","gJs;is","Failure","","","","","","","","","","","","","","",""
"ඌව","","","","","","","","","","","","","","","","","",""
"","","Badulla","","","","","","","","","","","","","","","",""
"Cth khfhzk;","","Soranatota","","2025.01.25/26","3","9","","","","","3","","","","","","",""
"","","","High Wind / Rain","","","","","","","","","","","","","","",""
"Uva","","","","","","","","","","","","","","","","","",""
"","","Meegahakiwula","","2025.01.27","3","15","","","","","3","","","","","","",""
"","","Lunugala","Heavy Rain","2025.01.20","1","3","","","","","1","","","","","","",""
"","","දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","16","61","0","0","0","0","16","","0","","0","0","0","0"
"","","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","16","61","0","0","0","0","16","","0","","0","0","0","0"
"","","කෑගල්ල","","","","","","","","","","","","","","","",""
"සබරගමුව පලාත","3","Nffhiy    
Ruwanwella","Tree Falling","2025.01.24","1","2","","","","","1","","","","","","",""
"","","Kegalle","","","","","","","","","","","","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","","","",""
