"දදනික තත්ත්ව වාර්තාව-ශ්‍රී ලංකාව/epiyik mwpf;if-,yq;if/Situation Report- Sri Lanka  දිනය/jpfjp /Date :26th April 2022 at 1800hrs","","","","","","","","","","","","","",""
"","","","","","","","තුවාල","අතුරුද","","","","","",""
"","","","","","","","","","නිවාස්ත්‍ හානි","","","","",""
"","","","","","","","","","","","","ආරක්ිත ස්ත්‍රථාන","",""
"","","","","","","","වු","හන්වූ","Nrjkile;j","ලවනත් හානි பிற","","","",""
"","","","","","බලපෑමට ලක්වු","","","","","","","","",""
"","","පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு","","","","","","","","","","ghJfhg;ghd","",""
"","","","","","ghjpf;fg;gl;l","","පුද්ගල","පුද්ගල","tPLfs;","பாதிப்புகள்","","","",""
"","","Administrative purview","","","","මිය","","","","","","miktplk; Safe","",""
"","","","","","Affected","","යින්","යින්","Houses","Other Damages","","","",""
"","","","","ආරම්භක දිනය","","යෑම්","","","","","","Location","",""
"","","","","","","","fhak","fhzh","Damaged","","","","","ලවනත් කරුණු"
"පළාත","","","ආපදාව","mdu;j;jk;","","kuz","","","","","","","",""
"","","","","","","","ile;","ky;Ng","","ඉතා වැදගත් 
 කුඩා හා","ආරක්ි","පවුේ","","NtW"
"khfhzk;","#","","mdHj;jk","Muk;gpj;j","පවුේ","q;fs;","","","අර්ධ","","","","පුද්ගලයි",""
"","","","","","","","NjhH","hNdh","","යටිතල 
මධය","ත","ස්ත්‍ංඛ්‍යාව","","Fwpg;Gf;fs;"
"Province","","","Disaster","jpfjp   Date","ස්ත්‍ංඛ්‍යාව","පුද්ගලයි","","","පූර්ණ 
හානි","","","","න්",""
"","දිස්ත්‍රික්කය","ප්‍රා.ලේ. ලකා","","","","","","H","","පහසුකම් 
පරිමාණ","ස්ත්‍
රථාන","","","Remarks"
"","","","","of commenced","","Deat
න්","","","gFjpa
හානි","","","","egHfs;",""
"","மாவட்டம்","gpuNjr nra.gp","","","","","Injure","Missi","","වලට වූ 
වයාපාරික","ස්ත්‍ංඛ්‍යාව","FLk;g","",""
"","","","","","FLk;gq;","hs
egHfs;","","","sT 
KO","","","","",""
"","District","DS Division","","","","","d","ng","","හානි","vz;zp","q;fs;","",""
"","","","","","","","","","","ස්ත්‍
රථාන","","","",""
"","","","","","fs;","People","","","ik","","","","",""
"","","","","","","","Peopl","Peopl","","சிறிய, 
mbg;gilf;","f;if","Famili","",""
"","","","","","Families","","","","ly
Fully","","","","ns",""
"","","","","","","","e","e","","நடுத்தர,","No.","es","",""
"","","","Cutting Failure","2022.04.23","1","5","","","1","","","","",""
