"දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","0","0","","0","0","0","0","0","","0","0","","2","","4","21"
"සබරගමුෙ පලොත","","","","","","","","","","","","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","",""
"කෑගල්ල","","","","","","","","","","","","","","","",""
"Sabaragamuwa
2
Galigamuwa
Tree Fallen","2024.08.01
2","5","","","","","","2","","","","","","","",""
"Nffhiy    Kegalle","","","","","","","","","","","","","","","",""
"දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","2","5","","0","0","0","0","2","","0","0","","0","","0","0"
"පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","2","5","","0","0","0","0","2","","0","0","","2","","4","21"
"කිලින ොච්චිය","","","","","","","","","","","","","","","","Drinking water is being"
"3
Karachchi
Drought
fpspnehr;rp","2024.06.24
239","732","","","","","","","","","","","","","","distributed for drought"
"","","","","","","","","","","","","","","","","areas"
"Killinochchi","","","","","","","","","","","","","","","",""
"දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","239","732","","0","0","0","0","0","","0","0","","0","","0","0"
"උතුරු පලොත","","","","","","","","","","","","","","","",""
"tl khfhzk; 
යොප ය","","","","","","","","","","","","","","","",""
"Northen
4
Chankanai
Drought
aho;g;ghzk  ;","2024.06.25
8118","25506","","","","","","","","","","","","","",""
"Jaffna","","","","","","","","","","","","","","","",""
"දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","8118","25506","","0","0","0","0","0","","0","0","","0","","0","0"
"පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","8357","26238","","0","0","0","0","0","","0","0","","0","","0","0"
"අම්පොර","","","","","","","","","","","","","","","","02 Persons have gone"
"mk;ghiw    
5
Addalachchenai
Boat Missing","2024.07.13","","","","","2","","","","","","","","","","to sea for fishing"
"ැනග හිර පලොත","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","activities"
"Ampara","","","","","","","","","","","","","","","",""
"fpof;F","","","","","","","","","","","","","","","",""
"දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total
Eastern","0","0","","0","0","2","0","0","","0","0","","0","","0","0"
"පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","0","0","","0","0","2","0","0","","0","0","","0","","0","0"
"","","","","","","","","","","","","","","","","Drinking water is being"
"බදුල්ල","","","","","","","","","","","","","","","",""
"6
Badulla
Drought","2024.07.29
164","656","","","","","","","","","","","","","","distributed for drought"
"ඌෙ   Cth 
gJs;is  Badulla","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","areas"
"khfhzk;","","","","","","","","","","","","","","","",""
"දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total
Uva","164","656","","0","0","0","0","0","","0","0","","0","","0","0"
"පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","164","656","","0","0","0","0","0","","0","0","","0","","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","8523","26899","","0","0","2","0","2","","0","0","","2","","4","21"
