"","","Ehaliyagoda","2018.05.12","16","52","","","","","","","","1","3","10",""
"","","","ගල් නපරලීම්","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","R/Madyakanda Tamil"
"","","","","","","","","","","","","","","","","School &"
"","","Balangoda","","35","130","","","","","30","","","2","5","24",""
"","","","","","","","","","","","","","","","","Madyakanda Estate"
"","","","","","","","","","","","","","","","","Hospital"
"","රත්නපුර","","දැඩි සුලග සහ දැඩි","","","","","","","","","","","","",""
"","","Imbulpe","","23","78","","","","","23","","","","","",""
"","8
,uj;jpdGhp","","වර්ෂාව/fLk;","","","","","","","","","","","","",""
"","","","kioAk;","","","","","","","","","","","","","One person died due"
"","Rathnapura","Nivithigala","2018.06.11","1","5","1","","","","","","","","","",""
"","","","fhw;Wk;/Heavy","","","","","","","","","","","","","to fallen of tree"
"","","","Rain and High","","","","","","","","","","","","",""
"","","Godakawela","","6","24","","","","","6","","","","","",""
"","","","Wind","","","","","","","","","","","","",""
"","","Kahawaththa","","11","46","","","","","10","","","","","",""
"සබරගමුව","","","","","","","","","","","","","","","",""
"","","Opanayaka","","117","370","","","","1","40","","","","","",""
"පලාත/rg;uf","","","","","","","","","","","","","","","",""
"Kt/","","Kalawana","","10","26","","","","","10","","","","","",""
"Sabaragam","","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","219","731","1","0","0","1","119","0","0","3","8","34",""
"uwa/","","","","","","","","","","","","","","","",""
"","","Kegalle","2018/06/08,10","4","14","","","","","5","","1","","","",""
"","","Ruwanwella","6/8/2018","1","2","","","","","","1","","","","",""
"","","","Tree Fallan","","","","","","","","","","","","",""
"","","Mawenella","6/10/2018","2","11","","","","","2","","","","","",""
"","කෑගල්ල","Aranayake","6/10/2018","6","20","","","","","6","","","","","",""
"","9","","","","","","","","","","","","","","",""
"","/Nffhiy/Kegalle","","","","","","","","","","","","","","",""
"","","","Heavy rain & High","","","","","","","","","","","","",""
"","","Bulathkohupitiya","2018.06.14","6","25","","","","","6","","","","","",""
"","","","Wind","","","","","","","","","","","","",""
"","","Yatiyanthota","2018.06.11
Tree Fallan","3","12","","","","","3","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","22","84","0","0","0","0","22","1","1","0","0","0",""
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","241","815","1","0","0","1","141","1","1","3","8","34",""
"","","Kaduwela","2018.05.22
Flood / ගංවතුර","1923","7216","","","","1","1922","5","","2","2","8",""
"","නකොළඹ","","","","","","","","","","","","","","",""
"","10
nfhOk;G","","2018.06.11
High Wind","7","35","","","","","7","","","","","",""
"","Colombo","Rathmalana","","","","","","","","","","","","","",""
"Western/","","","2018.06.14
නවරල කාදනය","2","8","","","","","2","","","","","",""
"Nky;","","","","","","","","","","","","","","","",""
