"දිස්ත්‍රික් එ තුව khtl;l $l;Lj;njhif District Total","0","0","0","0","0","0","22","1","0","0","0","0"
"පළොත් ඵ තුව khfhz $l;Lj;njhif  Province Total","0","0","0","0","0","0","22","1","0","0","0","0"
"","1656","6393","0","0","0","8","31","1","0","1","5","21"
"","","","රොජ ොරි භොර නිළධොරි / flik mjpfhhp / Duty Officer : 011 2670002","","","","","","","","",""
"","","","මාධය ප්‍රකාශක / nra;jp njhlHghsHfs; / Media Spokesman :","","","","","","","","",""
"","","ආපදො  ළමනො රණ මධයස්ත්‍රථොනය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","ප්‍රදීප් ක ොඩිප්ිලි මයො  , jpU.gpujPg; nfhbg;gpyP> Mr. Pradeep Kodippili","","","","","","","","",""
"","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","","",""
"","","","ෆැක්ස්ත්‍ර/ njhiy efy; / Fax:                  0112670079","","","","","","","","",""
"","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","","",""
"","","","කවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","","",""
"","","","……………………………………………………….","","","","","","","","",""
"","","","K.A.D.P.K.Kodippili","","","","","","","","",""
"","","","Deputy  Director / Duty Officer","","","","","","","","",""
"","","","For Director General","","","","","","","","",""
"","","","* This is an authorized report by DMC - EOC duty officer. No Signature is required","","","","","","","","",""
