"900","2973","0","0","0","0","0","0","0"
"52075","218498","0","0","0","0","0","0","0"
"55229","231442","0","0","0","9","1","0","0"
"","","රාජකාරි භාර නිළධාරි / flik mjpfhhp / Duty Officer : 011 2670002","","","","","",""
"","","මාධය ප්‍රකාශක / nra;jp njhlHghsHfs; / Media Spokesmen :","","","","","",""
"","","ආපදා කළමනාකරණ මධයස්ථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","",""
"","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","",""
"","","ෆැක්ස්/ njhiy efy; / Fax:                  0112670079","","","","","",""
"","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","",""
"","","වවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","",""
"","","……………………………………………………….","","","","","",""
"","","J.M.A.R.Jayarathne","","","","","",""
"","","Deputy Director / Duty Officer","","","","","",""
"","","For Director General","","","","","",""
"","","* This is an authorized report by DMC - EOC duty officer. No Signature is required","","","","","",""
