"","","","","","","","","","","","","නිවාස්ත්‍ හානි","","","","","","",""
"","","","පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு","","","බලපෑමට ලක්වු","","","","","","Nrjkile;j","","ලවනත් හානි பிற பாதிப்புகள்","","ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd","","",""
"","","","Administrative purview","","","ghjpf;fg;gl;l    Affected","","","","","","tPLfs; Houses","","Other Damages","","miktplk; Safe Location","","",""
"","","","","","","","","","තුවාලවු","අතුරුදහ","","","","","","","","",""
"","","","","","","","","","","","","Damaged","","","","","","",""
"","","","","","ආරම්භක දිනය","","","","පුද්ගලයින්","න්වූ","","","","","","","","",""
"","","","","","mdu;j;jk;","","","මිය යෑම්","","පුද්ගලයින්","","","","කුඩා හා මධය","","","","",""
"","","","","ආපදාව","","","","","","","","","","","","","","","ලවනත් කරුණු"
"පළාත khfhzk;","","","","","","","","kuzq;f","fhakil","fhzhky;","","","","පරිමාණ වයාපාරික","ඉතා වැදගත් යටිතල","ආරක්ිත","","",""
"","#","","","mdHj;jk","Muk;gpj;j jpfjp","","","","","","","","","","","","","","NtW Fwpg;Gf;fs;"
"","","","","","","","","s;","e;NjhH","NghNdhH","","","","","පහසුකම් වලට වූ 
ස්ත්‍","රථාන","පවුේ","",""
"Province","","","","","","","","","","","පූර්ණ","","ස්ත්‍","රථාන சிறிய,","","","","","Remarks"
"","","","ප්‍රා.ලේ. ලකා","Disaster","Date of","පවුේ ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්","Deaths","","","","","අර්ධ හානි","நடுத்தர,","හානි mbg;gilf;","ස්ත්‍ංඛ්‍යාව","ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්",""
"","","දිස්ත්‍රික්කය","","","","","","","","","හානි","","","நிறுவனங்களின்","","","","",""
"","","","","","commenced","","","","Injured","Missing","","gFjpasT","","","fl;likg;Gf;fs;","vz;zpf;i","","egHfs;",""
"","","","gpuNjr nra.gp     DS","","","FLk;gq;fs;","egHfs;","","","","","","","","","","FLk;gq;f","",""
"","","மாவட்டம் District","","","","","","","People","People","KOik","","","சேதங்கள்; Small,","","","","",""
"","","","","","","Families","People","","","","","","Partially","","Damages to","f   No.","s;","Persons",""
"","","","Division","","","","","","","","Fully","","","","","","","",""
"","","","","","","","","","","","","","","Medium,","critical","of Safety","Families","",""
"","","","","","","","","","","","","","","Enterprises","Infrastructure","Locations","","",""
"","","","","","","","","","","","","","","Damages","","","","",""
"","","අම්පාර","","","","","","","","","","","","","","","","",""
"","1","mk;ghiw","Uhana","High Wind","2025.01.12","24","81","","","","","3","21","","","","","",""
"නැවෙනහිර පලාත","","","","","","","","","","","","","","","","","","",""
"","","Ampara","","","","","","","","","","","","","","","","",""
"fpof;F","","","","","","","","","","","","","","","","","","",""
"Eastern","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","24","81","0","0","0","","3","21","0","0","0","0","0",""
"","","පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","","24","81","0","0","0","","3","21","0","0","0","0","0",""
"","","","Uva Paranagama","Heavy Rain","2025.01.09","1","5","","","","","","1","","","","","",""
"","","","Soranathota","Cutting Faliure","2025.01.11","1","4","","","","","","1","","","","","",""
"","","බදුල්ල","","","","","","","","","","","","","","","","",""
"","","","Ella","Heavy Rain","","1","2","","","","","","1","","","","","",""
"","2","gJs;is","","","","","","","","","","","","","","","","",""
"ඌෙ","","","","","","","","","","","","","","","","","","",""
"","","Badulla","Passara","Landslide Risk","","4","21","","","","","","0","","","","","",""
"Cth khfhzk;","","","","","2025.01.12","","","","","","","","","","","","","",""
"Uva","","","Badulla","Heavy Rain","","1","4","","","","","","1","","","","","",""
"","","","bandarawela","Cutting Faliure","","1","5","","","","","","1","","","","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","9","41","0","0","0","","0","5","0","0","0","0","0",""
"","","පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","","9","41","0","0","0","","0","5","0","0","0","0","0",""
"","මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","","","33","122","0","0","0","","3","26","0","0","0","0","0",""
