"ස්ත්‍බරෙමුව පලොත","","","","","","","","","","","","","","","","","",""
"","Rathnapura","","","","","","","","","","","","","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","","","",""
"","Kahawaththa
High Wind","2024.08.04","2","5","","","","","2","","","","","","","","",""
"Sabaragamuwa","","","","","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","2","5","0","0","0","0","2","","","0","0","","2","4","21",""
"","පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","2","5","0","0","0","0","2","","","0","0","","2","4","21",""
"","කිලින ොච්චිය","","","","","","","","","","","","","","","","","Drinking water is being"
"","2
Karachchi
Drought
fpspnehr;rp","2024.06.24","239","732","","","","","","","","","","","","","","distributed for drought"
"","","","","","","","","","","","","","","","","","","areas"
"","Killinochchi","","","","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","239","732","0","0","0","0","0","","","0","0","","0","0","0",""
"උතුරු පලොත","","","","","","","","","","","","","","","","","",""
"tl khfhzk;","යොප ය","","","","","","","","","","","","","","","","",""
"Northen","3
Chankanai
Drought
aho;g;ghzk  ;","2024.06.25","8118","25506","","","","","","","","","","","","","",""
"","Jaffna","","","","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","8118","25506","0","0","0","0","0","","","0","0","","0","0","0",""
"","පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","8357","26238","0","0","0","0","0","","","0","0","","0","0","0",""
"","අම්පොර","","","","","","","","","","","","","","","","","02 Persons have gone"
"","mk;ghiw    
4
Addalachchenai
Boat Missing","2024.07.13","","","","","2","","","","","","","","","","","to sea for fishing"
"","","","","","","","","","","","","","","","","","","activities"
"","Ampara","","","","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","0","0","0","0","2","0","0","","","0","0","","0","0","0",""
"ැනෙ හිර පලොත","","","","","","","","","","","","","","","","","",""
"fpof;F","ත්‍රීකුණොමලය","","","","","","","","","","","","","","","","",""
"Eastern","5
Town & Gravets
High Wind
jp.kiy","2024.08.05","1","2","","","","","1","","","","","","","","",""
"","Trincomalee","","","","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","1","2","0","0","0","0","1","","","0","0","","0","0","0",""
"","පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","1","2","0","0","2","0","1","","","0","0","","0","0","0",""
"","High Wind/ Heavy","","","","","","","","","","","","","","","","",""
"","Horowupathana","2024.08.04/05","9","18","","","","","9","","","","","","","","",""
"","Rain","","","","","","","","","","","","","","","","",""
"","අනුරොධපුර    m.Guk;","","","","","","","","","","","","","","","","",""
"උතුරුමැද පලොත","6
Mahawilachchiya
High Wind","2024.08.05","4","10","","","","","4","","","","","","","","",""
"","Anuradhapura","","","","","","","","","","","","","","","","",""
"tlkj;jpa","","","","","","","","","","","","","","","","","",""
"","High Wind/ Heavy","","","","","","","","","","","","","","","","",""
"khfhzk;","Thirappane","2024.08.05","5","19","","","","","5","","","","","","","","",""
"","Rain","","","","","","","","","","","","","","","","",""
"North Central","","","","","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","18","47","0","0","0","0","18","","","0","0","","0","0","0",""
"","පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","18","47","0","0","0","0","18","","","0","0","","0","0","0",""
