"","","","Horana","Flash Flood","2024.10.08-14","30","97","","","","","2","","","","","","","",""
"","","","","Cutting Failure/High","","","","","","","","","","","","","","","",""
"","","","Mathugama","","2024.10.08-12","134","483","","","","","6","","","","","","","",""
"","","","","Wind","","","","","","","","","","","","","","","",""
"","","","Beruwala","Heavy Rain/High Wind","2024.10.08-14","168","765","","","","","14","","","","","","","",""
"","","ළුතර","","Cutting Failure/High","","","","","","","","","","","","","","","",""
"","","","Agalawatta","","2024.10.10-14","21","79","","","","","7","","","","","","","",""
"","1","fSj;Jiw","","Wind/Lightning","","","","","","","","","","","","","","","",""
"","","Kalutara","Walallavita","Flood","2024.10.10 -11","45","167","","","","","4","","","","","","","",""
"","","","Madurawala","Heavy Rain/High Wind","2024.10.10 -14","30","113","","","","","4","","2","","","","","",""
"","","","Dodangoda","Flood","2024.10.12","24","92","","","","","","","","","","","","",""
"","","","Kalutara","High Wind","2024.10.07-11","270","1027","","","","","1","","","","","","","",""
"","","","Bulathsinhala","Flood","2024.10.12","9","35","","","","","4","","","","","","","",""
"","","","Ingiriya","Flood","2024.10.13-14","5","17","","","","","1","","","","","","","",""
"","","","Panadura","Heavy Rain","2024.10.11-14","86","342","","","","","1","","","","","","","",""
"","","දිස්ික් එ තුව/khtl;l $l;Lj;njhif/District Total","","","","1380","5233","1","0","0","0","46","","2","","0","0","0","0",""
"බස්නොහිර පලොත","","","","","","","","","","","","","","","","","","","",""
"Nky; khfhzk;","","","Dompe","Flood","","157","554","","","","","5","","19","","","1","150","525",""
"Western","","","","","","","","","","","","","","","","","","","",""
"","","","Attanagalla","Flood","2024.10.11","","","","","","","13","","","","","","","",""
"","","","Minuwangoda","Flood","","","","","","","","5","","","","","","","",""
"","","","Merigama","High Wind","2024.10.10","","","","","","","5","","","","","","","",""
"","","","Biyagama","High Wind","2024.10.08","115","583","","1","","","14","","1","","","","","",""
"","","ගම්පහ","","","","","","","","","","","","","","","","","",""
"","","","Divulapitiya","Flood","","","","","","","","3","","","","","","","",""
"","2","fk;g`h","","","","","","","","","","","","","","","","","",""
"","","Gampaha","Wattala","Flood","","1637","6709","","","","","1","","","","","4","32","132",""
"","","","Mahara","","","","","","","","","4","","","","","","","",""
"","","","Kelaniya","","2024.10.11","","","","","","","1","","","","","","","",""
"","","","Katana","Flood","","94","404","","","","","","","","","","1","11","45",""
"","","","Ja-Ela","","","854","3518","","","","","8","","","","","3","28","90",""
"","","","Gampaha","","","","","","","","","7","","","","","","","",""
"","","දිස්ික් එ තුව/khtl;l $l;Lj;njhif/District Total","","","","2857","11768","0","1","0","0","66","","20","","0","9","221","792",""
"","","","Kaduwela","Flood","2024.10.10","1286","4350","1","","","","1","","","","","15","193","706",""
"","","ක ොළඹ","","","","","","","","","","","","","","","","","",""
"","3","nfhOk;G","Jayawardhanapura","Flood","2024.10.11","580","2620","","","","","","","","","","3","506","2269",""
"","","Colombo","","","","","","","","","","","","","","","","","",""
"","","","Colombo","Flood","2024.10.12","834","2938","","","","","","","","","","","","",""
"","","දිස්ික් එ තුව/khtl;l $l;Lj;njhif/District Total","","","","2700","9908","1","0","0","0","1","","0","","0","18","699","2975",""
