"","","Paathadumbara","High Wind
2020.05.03","2","12","","","","","","2","","","","","",""
"","2","fz;b","","","","","","","","","","","","","","",""
"","","Harispaththuwa
Kandy","Heavy Rain 
2020.05.05","1","3","","","","","","1","","","","","",""
"මධයම  ලොත","","Udunuwara","Heavy Rain 
2020.05.05","1","7","","","","","","1","","","","","",""
"kj;jpa khfhzk;","","","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","5","27","0","","0","0","0","5","","0","0","0","0","0"
"Central","","","","","","","","","","","","","","","","",""
"","","නුවරඑලිය","","","","","","","","","","","","","","",""
"","3","Ambagamuwa
Etnuypah","High Wind
2020.04.14","5","26","","","","","","5","","","","1","5","26 Venture Child Care Center"
"","","Nuwara Eliya","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","5","26","0","","0","0","0","5","","0","0","1","5","26"
"","","ළොත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","10","53","0","","0","0","0","10","","0","0","1","5","26"
"","","මුලතිව්","","","","","","","","","","","","","","",""
"උතුරු  ලොත","4","Welioya
Ky;iyj;jPT","2020.04.29
High Wind","23","62","","","","","","23","","1","","","",""
"tl khfhzk","","Mulaitivu","","","","","","","","","","","","","","",""
"Northen","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","23","62","0","","0","0","0","23","","1","0","0","0","0"
"","","ළොත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","23","62","0","","0","0","0","23","","1","0","0","0","0"
"","","ප ොපලොන්නරුව","","","","","","","","","","","","","","",""
"","5","Hingurakgoda
nghyd;dWit","Welikanda
2020.05.02","2","6","","","","","","2","","","","","",""
"","","Polonnaruwa","","","","","","","","","","","","","","",""
"උතුරුමැද  ලොත","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","2","6","0","","0","0","0","2","","0","0","0","0","0"
"tlkj;jpa","","","","","","","","","","","","","","","","",""
"","","අනුරොධපුර    
Rambewa","High Wind
2020.05.04","37","132","","","","","7","30","","","","","",""
"khfhzk;","","","","","","","","","","","","","","","","",""
"","6","m.Guk;","","","","","","","","","","","","","","",""
"North Central","","","","","","","","","","","","","","","","",""
"","","Anuradhapura
Mihinthale","Lightning
2020.05.04","","","1","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","37","132","1","","0","0","7","30","","0","0","0","0","0"
