"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"දදනික තත්ත්ව වාර්තාව- ශ්‍රී ලංකාව/epiyik mwpf;if-,yq;if/Situation Report (Dry Weather Condition)- Sri Lanka දිනය/jpfjp /Date :16th October 2025 at 0900hrs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு 
Administrative purview","","","","","","","","","","","","","ෙලපෑමට ලක්වු","","","","","","","","","","","නිවාස්ත්‍ හානි Nrjkile;j","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","ආරම්භක දිනය","","","ghjpf;fg;gl;l    
Affected","","","","","","","","","","","tPLfs; Houses","","","","","","ලවනත් හානි பிற பாதிப்புகள்
 Other Damages","","","","","ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd 
miktplk; Safe Location","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Damaged","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","තුවාලවු 
පුද්ගලයින්","අතුරුදහන්වූ","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","mdu;j;jk;","","","","","","","","","","","","","","","","","","","කුඩා හා මධය","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","ආපදාව","","","","","","","","","","","මිය යෑම්","","","පුද්ගලයින්","","","","","","","","","","","","","","","","","","","","","ලවනත් කරුණු","",""
"පළාත khfhzk; 
Province","","","","#","","","","","","","","","mdHj;jk","","","Muk;gpj;j","","","","","","","","kuzq;f","fhaki","","fhzhky;N","","","","","","","","පරිමාණ වයාපාරික","","","","ඉතා වැදගත් යටිතල","ආරක්ිත 
ස්ත්‍
රථාන","","","","","","","","NtW","",""
"","","","","","","","","","","","ප්‍රා.ලේ. ලකා","","","","","jpfjp","","","","","","","","s;","le;NjhH","","ghNdhH","","පූර්ණ","","","","","","ස්ත්‍
රථාන சிறிய,","","","","පහසුකම් වලට වූ හානි","","","පවුේ","","","","","","Fwpg;Gf;fs;","",""
"","","","","1","දිස්ත්‍රික්කය","","","","","","gpuNjr nra.gp","","Disaster","","","Date of","","පවුේ ස්ත්‍ංඛ්‍යාව","FLk;gq;fs;","","පුද්ගලයින් 
egHfs;","","","Deaths","Injured","","Missing 
People","","හානි","","","අර්ධ හානි","gFjpasT","","நடுத்தர, 
நிறுவனங்களின்","","","","mbg;gilf; 
fl;likg;Gf;fs;","ස්ත්‍ංඛ්‍යාව","","ස්ත්‍ංඛ්‍යාව 
FLk;gq;f","","","","පුද්ගලයින්","","Remarks","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","vz;zpf;if","","","","","","","egHfs;","","",""
"","","","","","மாவட்டம் District","","","","","","DS Division","","","","","commenced","","","Families","","People","","","","People","","","","","KOik","","","Partially","","","சேதங்கள்; Small,","","","Damages to","No. of","","s;","","","","","Persons","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Fully","","","","","","Medium,","","","critical","Safety","","Families","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Enterprises","","","Infrastructure","Locations","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Damages","","","","","","","","","","","","","",""
"සබරගමුෙ පලොත","","","","","රත්නපුර","","","","","","Imbulpe","","","","","","","190","","","708","","","","","","","","","","","","","","","","","","","","","","","","","","","වැලිගෙග ොල ප්‍රො.ගේ","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ලුෙහගවල ග්‍රොම","",""
"","","","","","",",uj;jpdGhp","","","","","","","Dry Weather 
Condition","","","2025.09.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","නිලධොරි වසම් ගෙකක","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","වුේ 65ක් සඳහො","",""
"rg;ufKt","","","","","","Rathnapura","","","","","Weligepola","","","","","","","545","","","1522","","","","","","","","","","","","","","","","","","","","","","","","","","","පානීය ජලය ලෙදා  දීම","",""
"khfhzk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","සිදු කරනු ලබයි .","",""
"Sabaragamuwa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","","","","","","","","","","","735","","","2230","","","0","0","0","","","","0","","0","","","0","","","","0","0","","0","","","","0","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","","","","","","","","","","","","735","","","2230","","","0","0","0","","","","0","","0","","","0","","","","0","0","","0","","","","0","","","",""
"","","","","2","හම්බන්තොට","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","Dry Weather","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","`k;ghe;Njhl;il","","","","","","Lunugamwehera","","","","","2025.09.25","","197","","","555","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"දකුණු පලොත","njd; khfhzk; 
Southern","","","","Hambantota","","","","","","","","Condition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","","","","","","","","","","","197","","","555","","","0","0","0","","","","0","","0","","","0","","","","0","0","","0","","","","0","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","පළොත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","","","","","","","","","","","","197","","","555","","","0","0","0","","","","0","","0","","","0","","","","0","0","","0","","","","0","","","",""
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","932","","","2785","","","0","0","0","","","","0","","0","","","0","","","","0","0","","0","","","","0","","","",""
