"tlNky; khfhzk","","Puttalam","","","","","","","","","","","","","","","","","",""
";North Western","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","97","347","0","0","0","0","0","","0","","0","0","0","0",""
"","","පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","","97","347","0","0","0","0","0","","0","","0","0","0","0",""
"","","","Rathnapura","","2024.11.20/21","4","13","","","","","4","","","","","","","",""
"","","රත්නපුර","","","","","","","","","","","","","","","","","",""
"","","","","Heavy Rain/Cutting","","","","","","","","","","","","","","","",""
"","2",",uj;jpdGhp","Kuruwita","","2024.11.21","3","10","","","","","3","","","","","","","",""
"සබරගමුෙ පලාත","","","","Faliure/Lightning","","","","","","","","","","","","","","","",""
"","","Rathnapura","","","","","","","","","","","","","","","","","",""
"rg;ufKt","","","Kahawatta","","2024.11.22","2","8","","","","","2","","","","","","","",""
"Sabaragamuwa","","","","","","","","","","","","","","","","","","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","9","31","0","0","0","0","9","","0","","0","0","0","0",""
"","","පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","","9","31","0","0","0","0","9","","0","","0","0","0","0",""
"","","","Chavakachcheri","","2024.11.18-20","171","599","","","","","7","","","","","","","",""
"","","","Kayts","Flash Flood","2024.11.20-21","215","901","","","","","2","","","","","","","",""
"","","","Point Pedro","","2024.11.20","10","35","","","","","8","","","","","","","",""
"","","","","Lightning","2024.11.19","1","3","","","","","1","","","","","","","",""
"","","","","Heavy Rain / Flash","","","","","","","","","","","","","","","",""
"","","","Nallur","","","15","44","","","","","","","","","","","","",""
"","","","","Flood","2024.11.21","","","","","","","","","","","","","","",""
"","","යාපනය","","","","","","","","","","","","","","","","","",""
"","","","","Elecrict Short","","1","5","","","","","1","","","","","","","",""
"","3","aho;g;ghzk;","","","","","","","","","","","","","","","","","",""
"","","Jaffna","Thellippalai","","","21","64","","","","","","","","","","","","",""
"","","","Chankanai","","","574","2341","","","","1","1","","","","","","","",""
"","","","Karainagar","Heavy Rain / Flash","","141","508","","","","","2","","","","","","","",""
"","","","","","2024.11.21","","","","","","","","","","","","","","",""
"උතුරු පලාත","","","","Flood","","","","","","","","","","","","","","","",""
"","","","Sandilippay","","","266","932","","","","","2","","","","","","","",""
"tl khfhzk;","","","","","","","","","","","","","","","","","","","",""
"Northen ;","","","Kopay","","","19","73","","","","","4","","","","","","","",""
"","","","Jaffna","","","470","1520","","","","","","","","","","","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","1904","7025","0","0","0","1","28","","0","","0","0","0","0",""
"","","කිලිවනාච්චිය","Karachchi","","2024.11.19-22","110","364","","","","","2","","","","","","","",""
"","4","fpspnehr;rp","","High Wind/Flood","","","","","","","","","","","","","","","",""
"","","Killinochchi","Pachchilaippailli","","2024.11.22","1","1","","","","","1","","","","","","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","111","365","0","0","0","0","3","","0","","0","0","0","0",""
"","","","Mannar Town","","","2047","7798","","","","","4","","","","","5","122","399",""
"","","මන්නාරම kd;dhH","","","","","","","","","","","","","","","","","",""
"","5","","","Heavy Rain/Flood","2024.11.23","","","","","","","","","","","","","","",""
"","","Mannar","","","","","","","","","","","","","","","","","",""
"","","","Nannatan","","","16","56","","","","","","","","","","","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","2063","7854","0","0","0","0","4","","0","","0","5","122","399",""
"","","පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","","4078","15244","0","0","0","1","35","","0","","0","5","122","399",""
"","මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","","","4184","15622","0","0","0","1","44","","0","","0","5","122","399",""
"","","","","","","","","ආපදා කළමනාකරණ මධ්‍යස්ථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","","","","",""
