"","Matale","fhw;Wk;/Heavy","","","","","","","","","","","","",""
"","Pallepola","Rain and High","9","30","","","","1","8","","","","","",""
"","Abanganagakorale","Wind","1","5","","","","","1","","","","","",""
"","Galewela","","1","4","","","","","1","","","","","",""
"","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","32","107","0","0","0","1","31","0","0","0","0","0",""
"","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","736","3109","0","6","0","12","241","1","1","6","50","154",""
"","","Rock Climbing /","","","","","","","","","","","","",""
"","Ehaliyagoda","2018.05.12","16","52","","","","","","","","1","3","10",""
"","","ගල් නපරලීම්","","","","","","","","","","","","",""
"","","දැඩි සුලග සහ දැඩි","","","","","","","","","","","","","R/Madyakanda Tamil"
"","","වර්ෂාව/fLk;","","","","","","","","","","","","","School &"
"","Balangoda","kioAk;","35","130","","","","","30","","","2","5","24",""
"","","","","","","","","","","","","","","","Madyakanda Estate"
"","","fhw;Wk;/Heavy","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","Hospital"
"","රත්නපුර","Rain and High","","","","","","","","","","","","",""
"","Imbulpe","","23","78","","","","","23","","","","","",""
"8","","Wind","","","","","","","","","","","","",""
"",",uj;jpdGhp","","","","","","","","","","","","","",""
"","Rathnapura","","","","","","","","","","","","","","One person died due"
"","Nivithigala","2018.06.11","1","5","1","","","","","","","","","",""
"","","","","","","","","","","","","","","","to fallen of tree"
"සබරගමුව","Godakawela","","6","24","","","","","6","","","","","",""
"පලාත/rg;uf","","","","","","","","","","","","","","",""
"Kt/","Kahawaththa","","11","46","","","","","10","","","","","",""
"Sabaragam","","","","","","","","","","","","","","",""
"","Opanayaka","","117","370","","","","1","40","","","","","",""
"uwa/","","","","","","","","","","","","","","",""
"","Kalawana","","10","26","","","","","10","","","","","",""
"","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","219","731","1","0","0","1","119","0","0","3","8","34",""
