"","Weather Forecast for Main Cities","","","","3-Apr-2024"
"","","Temperature (0C)","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","36","25","95","45","Showers or thundershowers are likely after 2.00p.m"
"Batticaloa","33","26","90","70","Mainly fair"
"Colombo","32","25","95","65","Showers or thundershowers are likely after 2.00p.m"
"Galle","32","26","90","70","Showers or thundershowers after 2.00p.m"
"Jaffna","32","26","95","60","A few showers"
"Kandy","32","23","95","55","Showers or thundershowers after 2.00p.m"
"Nuwara-Eliya","24","13","95","50","Showers or thundershowers after 2.00p.m"
"Ratnapura","35","23","95","60","Showers or thundershowers after 2.00p.m"
"Trincomalee","34","26","95","55","Mainly fair"
"Mannar","32","26","90","60","Showers or thundershowers are likely after 2.00p.m"
