"","දිස්ික් එ තුෙ khtl;l $l;Lj;njhif District Total","","2","8","","0","0","0","0","2","","0","0","","0","0","0"
"Southern","","","","","","","","","","","","","","","","",""
"","පළොත් ඵ තුෙ khfhz $l;Lj;njhif  Province Total","","2","8","","0","0","0","0","2","","0","0","","0","0","0"
"","Nivithigala","Lightning& Heavy Rain 2021.03.18","4","18","","","","","","2","","2","","","","",""
"","Heavy Rain / High","","","","","","","","","","","","","","","",""
"","Balangoda","2021.03.22","13","53","","","","","1","12","","","","","1","3","19 Official residence of the 
Municipal Secretary"
"","Wind & Landslide Risk","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","Balangoda"
"","රත්නපුර","","","","","","","","","","","","","","","",""
"","Eheliyagoda
Tree Fallen","2021.03.22","2","8","","","","","","2","","","","","","",""
"","6
,uj;jpdGhp","","","","","","","","","","","","","","","",""
"සබරගමුෙ පලොත","","","","","","","","","","","","","","","","",""
"rg;ufKt","Rathnapura","","","","","","","","","","","","","","","",""
"","Opanayaka","Heavy Rain& Lightning 2021.03.22","1","6","","1","","","","1","","","","","","",""
"Sabaragamuw","","","","","","","","","","","","","","","","",""
"a","","","","","","","","","","","","","","","","",""
"","Kahawaththa
High Wind","2021.03.22","1","6","","","","","","1","","","","","","",""
"","Weligepola","Heavy Rain& Lightning 2021.03.22","3","10","","","","","","3","","","","","","",""
"","දිස්ික් එ තුෙ khtl;l $l;Lj;njhif District Total","","24","101","","1","0","0","1","21","","2","0","","1","3","19"
