"ස්ත්‍බරගමුව පලාත","1
,uj;jpdGhp 
Rathnapura","","2022.05.31","279
1114","","","","7","","","2
10","43"
"","","Wind/Cutting Failure","","","","","","","","","",""
"","Rathnapura","","","","","","","","","","",""
"rg;ufKt","Kuruvita","/Land Slide Risk","2022.05.31","111
447","1","","","27","","","",""
"Sabaragamuwa","Kalwana","","","121
416","","","","16","","","",""
"","Ayagama","","2022.05.31","2
7","","","","","","","",""
"","Balangoda","","","1
5","","","","1","","","",""
"","Elapatha","","2022.05.31","88
278","","","","3","","","1
9","14"
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","908
3426","1","0","0","0
74","0","0","3
19","57"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","908
3426","1","0","0","0
74","0","0","3
19","57"
"","Hataraliyadda","","2022.05.29","2
7","","","","2","","","",""
"","Pathahewaheta","","2022.05.29","1
7","","","","1","","","",""
"","නුවර               
Patadumbara","","2022.05.26/27","2
9","","","","2","","","",""
"මධ්‍යම පලාත","","Heavy rain & High","","","","","","","","","",""
"","fz;b       
2","","","","","","","","","","",""
"","Udunuwara","","2022.05.31","1
4","","","","1","","","",""
"kj;jpa","","wind","","","","","","","","","",""
"","Kandy","","","","","","","","","","",""
"","Kundasale","","2022.05.27/30","4
16","","","","4","","","",""
"khfhzk;","","","","","","","","","","","",""
"","Harispattuwa","","2022.05.29","1
3","","","","1","","","",""
"Central","","","","","","","","","","","",""
"","Gaga Ihalakoralaya","","2022.05.25","1
4","","","","1","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","12
50","0","0","0","0
12","0","0","0
0","0"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","12
50","0","0","0","0
12","0","0","0
0","0"
"","Palindanuwara","","","2
8","","","","","","","",""
"","","Flood","2022.05.31/06.01","","","","","","","","",""
"","Bulathsighala","","","27
82","","","","3","","","",""
"","Bandaragama","","2022.05.30-31","1
5","","","","1","","","",""
"","කළුතර     
Mathugama","","","1
4","","","","1","","","",""
"","3
fSj;Jiw 
Kalutara","","","2
7","","","","2","","","",""
"","Kalutara
Dodangoda","High wind","","2
11","","","","2","","","",""
"","","","2022.05.30/31","","","","","","","","",""
"","Horana","","","1
5","","","","1","","","",""
"","Milleniya","","","9
36","","","","","","","",""
"","Beruwala","","","3
14","","","","3","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","48
172","0","0","0","0
13","0","0","0
0","0"
"","Mahara","Flood","2022.05.31","20
95","","","","","","","",""
"","Gampaha","Tree Falen","2022.05.30/31","49
216","","","","","","","",""
"","Meerigama","Heavy Rain","2022.05.30","1
4","","","","1","","","",""
"බස්ත්‍රනාහිර පලාත","","","","","","","","","","","",""
"","Ja Ela","Land Slide","2022.06.01","10
56","","","","2","","","",""
"Nky; khfhzk;","","","","","","","","","","","",""
"","ගම්පහ","","","","","","","","","","",""
"","4
Minuwangoda","Heavy Rain","2022.05.29","2
5","","","","2","","","",""
"Western","fk;g`h Gampaha","","","","","","","","","","",""
"","Dompe","Tree Falen","2022.05.31","24
98","","","","1","","","",""
"","Attanagalla","Heavy Rain","2022.05.31/06.01","82
326","","","","3","","","",""
"","Biyagama","Flood","2022.06.01","596
2426","","","","2","","","",""
"","Kelaniya","Flood","2022.06.01","1658
8199","","","","4","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","2442
11425","0","0","0","0
15","0","0","0
0","0"
