"දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","6","22","0","0","0","0","6","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","6","22","0","0","0","0","6","0","0","0","0","0"
"","31","105","2","0","0","0","24","0","0","0","0","0"
"","","","රාජකාරි භාර නිළධාරි / flik mjpfhhp / Duty Officer : 011 2670002","","","","","","","","",""
"","","","මාධය ප්‍රකාශක / nra;jp njhlHghsHfs; / Media Spokesman :","","","","","","","","",""
"","","","ආපදා කළමනාකරණ මධයසරථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
"","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","","",""
"","","","ෆැක්සර/ njhiy efy; / Fax:                  0112670079","","","","","","","","",""
"","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","","",""
"","","","නවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","","",""
"","","","……………………………………………………….","","","","","","","","",""
"","","","H.D.G. Priyantha","","","","","","","","",""
"","","","Assistant Director / Duty Officer","","","","","","","","",""
"","","","For Director General","","","","","","","","",""
