"","","","","","","","","","","නිවාස්ත්‍ හානි","","","","","","","",""
"","","පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு","","","බලපෑමට ලක්වු","","","","","Nrjkile;j","","","ලවනත් හානි பிற பாதிப்புகள்","","","ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd","",""
"","","Administrative purview","","","ghjpf;fg;gl;l    Affected","","","","","tPLfs; Houses","","","Other Damages","","","miktplk; Safe Location","",""
"","","","","","","","","තුවාලවු","අතුරුදහ","Damaged","","","","","","","",""
"","","","","ආරම්භක දිනය","","","","පුද්ගලයින්","න්වූ","","","","","","","","",""
"","","","","mdu;j;jk;","","","මිය යෑම්","","පුද්ගලයින්","","","","","","","","",""
"","","","ආපදාව","","","","","","","","","","","","","","",""
"පළාත khfhzk;","","","","","","","kuzq;f","fhakil","fhzhky;","","","කුඩා හා මධය","","","","","","ලවනත් කරුණු                 NtW"
"","#","","mdHj;jk","Muk;gpj;j jpfjp","","","","","","","","","","","","","",""
"","","","","","","","s;","e;NjhH","NghNdhH","","","පරිමාණ වයාපාරික","","ඉතා වැදගත් යටිතල","ආරක්ිත","","","Fwpg;Gf;fs; Remarks"
"Province","","","","","","","","","","","","","","","","","",""
"","","","Disaster","Date of","","","Deaths","","","","","ස්ත්‍
රථාන சிறிய,","","පහසුකම් වලට වූ","ස්ත්‍
රථාන","","පවුේ",""
"","","","","","","","","","","පූර්ණ","","","","","","","",""
"","","ප්‍රා.ලේ. ලකා","","commenced","පවුේ ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්","","Injured","Missing","","අර්ධ හානි","நடுத்தர,","","හානි mbg;gilf;","ස්ත්‍ංඛ්‍යාව","","ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්"
"","දිස්ත්‍රික්කය","","","","","","","","","හානි","","","","","","","",""
"","","","","","","","","People","People","","","நிறுவனங்களின்","","","","","",""
"","","gpuNjr nra.gp     DS","","","FLk;gq;fs;","egHfs;","","","","","gFjpasT","","","fl;likg;Gf;fs;","vz;zpf;i","","FLk;gq;f","egHfs;"
"","மாவட்டம் District","","","","","","","","","KOik","","","","","","","",""
"","","","","","Families","People","","","","","Partially","சேதங்கள்; Small,","","Damages to","f   No.","","s;","Persons"
"","","Division","","","","","","","","Fully","","","","","","","",""
"","","","","","","","","","","","","Medium,","","critical","of Safety","","Families",""
"","","","","","","","","","","","","Enterprises","","Infrastructure","Locations","","",""
"","","","","","","","","","","","","Damages","","","","","",""
"","","Udunuwara","","2022.10.02","1","3","","","","","1","","","","","","",""
"","","Pasbage Korale","","2022.10.04","2","6","","","","","2","","","","","","",""
"","නුවර fz;b","","High Wind / Heavy","","","","","","","","","","","","","","",""
"","1","","","","","","","","","","","","","","","","",""
"","Kandy","Doluwa","Rain","2022.10.03","1","4","","","","","1","","","","","","",""
"","","Akurana","","2022.10.03","1","5","","","","","1","","","","","","",""
"මධ්‍යම පලාත","","","","","","","","","","","","","","","","","",""
"kj;jpa khfhzk;","","දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total","","","5","18","0","0","0","0","5","","0","0","","0","0","0"
"Central","නුවරඑලිය","","","","","","","","","","","","","","","","",""
"","2
Etnuypah","Kothmale","Fire","2022.10.03","1","4","","","","","1","","","","","","",""
"","Nuwara Eliya","","","","","","","","","","","","","","","","",""
"","","දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total","","","1","4","0","0","0","0","1","","0","0","","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","6","22","0","0","0","0","6","","0","0","","0","0","0"
"","හම්බනවතාට","Beliatta","","2022.10.02","3","10","","","","","3","","","","","","",""
"දකුනු පලාත","3
`k;ghe;Njhl;il","","High Wind","","","","","","","","","","","","","","",""
"","Hambantota","Katuwana","","2022.10.02","1","5","","","","","1","","","","","","",""
"njd; khfhzk;","","","","","","","","","","","","","","","","","",""
"Southern","","දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total","","","4","15","0","0","0","0","4","","0","0","","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","4","15","0","0","0","0","4","","0","0","","0","0","0"
"","මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","","10","37","0","0","0","0","10","","0","0","","0","0","0"
