"","","","","","","","","","","නිවාස්ත්‍ හානි","","","","","",""
"","","","පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு","","බලපෑමට ලක්වු","","","","","Nrjkile;j","","ලවනත් හානි பிற பாதிப்புகள்","","ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd","",""
"","","","Administrative purview","","ghjpf;fg;gl;l    Affected","","","","","tPLfs; Houses","","Other Damages","","","miktplk; Safe Location",""
"","","","","","","","","තුවාලවු","අතුරුදහ","Damaged","","","","","",""
"","","","","ආරම්භක දිනය","","","","පුද්ගලයින්","න්වූ","","","","","","",""
"","","","","mdu;j;jk;","","","මිය යෑම්","","පුද්ගලයින්","","","","","","",""
"","","","","ආපදාව","","","","","","","","","","","",""
"පළාත khfhzk;","","","","","","","kuzq;f","fhakil","fhzhky;","","","කුඩා හා මධය","","","","ලවනත් කරුණු                 NtW"
"","#","","","Muk;gpj;j jpfjp  
mdHj;jk","","","","","","","","","","","",""
"Province","","","","","","","s;","e;NjhH","NghNdhH","","","පරිමාණ වයාපාරික","ඉතා වැදගත් යටිතල","ආරක්ිත","","Fwpg;Gf;fs; Remarks"
"","","","Disaster","Date of","","","Deaths","","","","ස්ත්‍","රථාන சிறிய,","පහසුකම් වලට වූ 
ස්ත්‍","රථාන","පවුේ",""
"","","","","","","","","","","පූර්ණ","","","","","",""
"","","","ප්‍රා.ලේ. ලකා","commenced","පවුේ ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්","","Injured","Missing","","අර්ධ හානි","நடுத்தர,","හානි mbg;gilf;","ස්ත්‍ංඛ්‍යාව","පුද්ගලයින් 
ස්ත්‍ංඛ්‍යාව",""
"","","දිස්ත්‍රික්කය","","","","","","","","හානි","","","","","",""
"","","","gpuNjr nra.gp     DS","","FLk;gq;fs;","egHfs;","","People","People","","gFjpasT","நிறுவனங்களின்","fl;likg;Gf;fs;","vz;zpf;i","egHfs; 
FLk;gq;f",""
"","","மாவட்டம் District","","","","","","","","KOik","","","","","",""
"","","","","","Families","People","","","","","Partially","சேதங்கள்; Small,","Damages to","f   No.","s; 
Persons",""
"","","","Division","","","","","","","Fully","","","","","",""
"","","","","","","","","","","","","Medium,","critical","of Safety","Families",""
"","","","","","","","","","","","","Enterprises","Infrastructure","Locations","",""
"","","","","","","","","","","","","Damages","","","",""
"","","","","High Wind","55","224","","","","1","54","","","","",""
"","","","Nivithigala","2022.04.26-27","","","","","","","","","","","",""
"","","","Lightning","","1","3","","","","","1","","","","",""
"","","","","High Wind","4","13","","","","","4","","","","",""
"","","","Rathnapura","2022.04.27","","","","","","","","","","","",""
"","","","Lightning","","17","67","","","","","17","","","","",""
"","","","","Cutting Faliure
2022.04.27","1","5","","","","","","","","","",""
"","","","Opanayaka","","","","","","","","","","","","",""
"","","රත්නපුර","","High Wind
2022.04.28","2","7","","","","","2","","","","",""
"සබරගමුෙ","","","","","","","","","","","","","","","",""
"","1",",uj;jpdGhp","","","","","","","","","","","","","",""
"","","","Weligepola","Heavy Rain
2022.04.27","1","3","","","","","1","","","","",""
"පලාත","","","","","","","","","","","","","","","",""
"","","Rathnapura","","","","","","","","","","","","","",""
"rg;ufKt","","","","Flash Flood","10","49","","","","","3","","","","",""
"Sabaragamuw","","","Lightning","","1","3","","","","","1","","","","",""
"","","","Imbulpe","2022.04.27-28","","","","","","","","","","","",""
"a","","","","","","","","","","","","","","","",""
"","","","","Cutting Faliure","12","46","","","","","12","","","","",""
"","","","","Heavy Rain","41","87","","","","","41","","","","",""
"","","","Kahawatte","High Wind
2022.04.28","3","17","","","","","3","","","","",""
"","","","Kalawana
Lightning","2022.04.28","1","5","","","","","1","","","","",""
"","","දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total","","","149","529","0","0","0","1","140","0","0","0","0","0"
"","","පළාත් ඵකතුෙ khfhz $l;Lj;njhif  Province Total","","","149","529","0","0","0","1","140","0","0","0","0","0"
"","","මාතලේ","","","","","","","","","","","","","",""
"මධයම පලාත","2","khj;jis","Wilgamuwa","High Wind
2022.04.28","53","173","","","","","53","","","","",""
"kj;jpa","","Matale","","","","","","","","","","","","","",""
