"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","1
5","0","0","0","0
1","0","0","0
0","0"
"","Kothmale","","2022.08.01/06","111
423","","","3","71","","","",""
"","Ambagamuwa
නුවරඑලිය","Flood / Landslide Risk","2022.08.01/05","231
854","3","","","2
108","","","1
4","8"
"2","Etnuypah  
Nuwaraeliya","/ High Wind / Cutting","2022.08.01/05","347
1335","","1","","266","","","",""
"","Nuwara Eliya","Failure","","","","","","","","","",""
"","Hanguranketha","","2022.08.01/05","12
43","","","","12","","","",""
"","Walapane","","2022.08.01/05","1
4","","","","1","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","702
2659","3","1","3","2
458","0","0","1
4","8"
"","","Heavy Rain & High","","","","","","","","","",""
"","Pathadumbara","","","2
10","","","","2","","","",""
"","","wind","","","","","","","","","",""
"","Yatinuwara","Tree Fallen","","13
48","","","","13","","","",""
"","Harispattuwa","","","9
40","","","","9","","","",""
"","Pathahewaheta","","","13
47","","","","13","","","",""
"","Gangawatakorale","","","7
31","","","","7","","","",""
"","Akurana","","","6
21","","","","6","","","",""
"","Deltota","","","7
32","","","","7","","","",""
"","Minipe","","","1
4","","","","1","","","",""
"3","නුවර fz;b Kandy
Doluwa","","2022.08.01/02/03","4
17","","","","4","","","",""
"මධ්‍යම පලාත","","","","","","","","","","","",""
"","Poojapitiya","","","10
47","","","","10","","","",""
"kj;jpa","","","","","","","","","","","",""
"khfhzk;","Udunuwara","","","17
64","","","","17","","","",""
"Central","Madadumbara","","","24
93","","","","24","","","",""
"","Udapalatha","","","168
475","","","","7","","","",""
"","Kundasale","Heavy Rain","","9
38","","","","9","","","",""
"","Thmpane","Heavy Rain & High wind","","2
7","","","","2","","","",""
"","Ududumbara","Heavy Rain","","8
24","","","","8","","","",""
"","Pasbagekorale","Flood","","948
3955","1","","","15
9","","","2
29","109"
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","1248
4953","1","0","0","15
148","0","0","2
29","109"
"","Rattota","","2022.08.01","17
65","","1","","17","","","",""
"","Ukuwela","","2022.08.03","6
18","","","","6","","","",""
"","Yatawattha","","2022.08.01","2
6","","","","2","","","",""
"","Mathale
මාතලල් khj;jis","","2022.08.03","7
26","","","","7","","","",""
"4","","Heavy Rain","","","","","","","","","",""
"","Matale
Dambulla","","2022.08.05","1
2","","","","1","","","",""
"","Laggala pllegama","","2022.08.05","2
9","","","","2","","","",""
"","Galewela","","2022.08.05","1
6","","","","1","","","",""
"","Pallepola","","2022.08.04","6
20","","","","6","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","42
152","0","1","0","0
42","0","0","0
0","0"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","1992
7764","4","2","3","17
648","0","0","3
33","117"
"","Madampagama
ගාල්ල","Tree Fallen","","1
2","","","","1","","","",""
"5","","","2022.08.01","","","","","","","","",""
"","fhyp       Galle
Kadawathsathra","Rock fallen","","1
6","","","","1","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","2
8","0","0","0","0
2","0","0","0
0","0"
