"2019.07.18","945","2998","","","","","","","","","",""
"","9691","31095","0","0","0","0","0","0","0","0","0","0"
"","9691","31095","0","0","0","0","0","0","0","0","0","0"
"","190377","638617","0","0","0","0","0","0","0","0","0","0"
"","","","රාජකාරි භාර ිළධාරි / flik mjpfhhp / Duty Officer : 011 2670002","","","","","","","","",""
"","","","මාධය ප්‍රකාශක / nra;jp njhlHghsHfs; / Media Spokesmen :","","","","","","","","",""
"","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","","",""
"","","","ෆැක්සත/ njhiy efy; / Fax:                  0112670079","","","","","","","","",""
"","","","විදුත් තැපැේ / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","","",""
"","","","ගවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","","",""
"","","","……………………………………………………….","","","","","","","","",""
"","","","T.W.K.I Pushpakumara","","","","","","","","",""
"","","","Assisant  Director   / Duty Officer","","","","","","","","",""
"","","","For Director General","","","","","","","","",""
