"ලේකම් - ආපදා කළමනාකරණ අමාතයාංශය / செயலாளர் - அனர்த்த முகாமைத்துவ அமைச்சு / Secretary, Ministry of Disaster Management","","","","","","","","","","",""
"ආපදා කළමනාකරණ ගරු අමාතයතුමාලේ පුද්ගලික ලේකම් /சகௌரவ அனர்த்த முகாமைத்துவ அமைச்ெரின் பிரத்தியயாக - செயலாளர் / Private Secretary to the Hon. Minister of Disaster Management","","","","","","","","","","",""
"","","","","","","","","","නිවාස හානි","",""
"","","පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு","","","බලපෑමට ලක්වු","","","","Nrjkile;j","ලවනත් හානි யவ​று Other","ආරක්ෂිත ස්ථාන ghJfhg;ghd"
"","","","","","","","","අතුරුදහ","","",""
"","","Administrative purvie","","","ghjpf;fg;gl;l Affected","","තුවාලවු","","tPLfs; Houses","Damages","miktplk; Safe Location"
"","","","","","","","","න්වූ","","",""
"","","","","","","","පුද්ගලයි","","Damaged","",""
"","","","","","","","","පුද්ගලයි","","",""
"","","","","ආරම්භක දිනය","","","න්","","","",""
"","","","","","","මිය යෑම්","","න්","","",""
"පළාත","","","ආපදාව","mdu;j;jk;","","","fhaki","","","","ආරක්ෂිත"
"","","","","","","kuzq;f","","","","ඉතා වැදගත් 
 කුඩා හා මධය","ලවනත් කරුණු NtW"
"","","","","","","","","fhzh","","",""
"khfhzk;","#","","mdHj;jk;","Muk;gpj;j jpfjp","","","le;NjhH","","","",""
"","","","","","","s;","","ky;Ngh","අර්ධ","යටිතල පහසුකම් 
පරිමාණ වයාපාරික","ස්ථාන"
"","","","","","පවුේ","","","","","","Fwpg;Gf;fs; Remarks
පවුේ"
"Province","","","Disaster","Date of","","","","","පූර්ණ","",""
"","","","","","","Deaths","","NdhH","හානි","වලට වූ හානි 
ස්ථාන  rpW","සංඛ්‍යාව"
"","","දිස්ත්‍රික්කය","","","පුද්ගලයින් 
සංඛ්‍යාව","","Injured","","","","පුද්ගලයින් 
සංඛ්‍යාව"
"","","ප්‍රා.ලේ. ලකො       gpuNjr","","commenced","","","","","හානි 
gFjpa","mbg;gilf; 
kw;Wk; kj;jpa","vz;zpf;"
"","","khtl;lk ;","","","","","","Missin","","","egHfs;"
"","","","","","FLk;gq;f
egHfs;","","","","","","FLk;gq;"
"","","nra.gp    DS Division","","","","","","","sT 
KOik","Kaw;rpfs; 
fl;likg;Gf;fs;","if"
"","","District","","","s; 
People","","","g","","","fs; 
Persons"
"","","","","","","","People","","Partiall","Small, Medium, 
Damages to","Safety"
"","","","","","","","","People","Fully","",""
"","","","","","Families","","","","","Enterprises","Families"
"","","","","","","","","","y","critical","Location"
"","","","","","","","","","","Damages
Infastructure",""
"","","","","","","","","","","","s"
