"දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","11","38","0","1","0","0","10","0","0","0","0"
"පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","11","38","0","1","0","0","10","0","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","18","62","0","1","0","0","17","0","0","0","0"
"","","","ආපදා කළමනාකරණ මධ්‍යස්ථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","",""
"","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","",""
"","","","ෆැක්ස්/ njhiy efy; / Fax:                  0112670079","","","","","","","",""
"","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","",""
"","","","වෙබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","",""
"","","","...........…………………………………………………….","","","","","","","",""
"","","","H.D.G.Priyantha","","","","","","","",""
"","","","Deputy Director","","","","","","","",""
"","","","For Director General","","","","","","","",""
"","","","* This is an authorized report by DMC - EOC duty officer.","","","","","","","",""
