"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","205","747","0","0","0","0","1","0","0","0","0",""
"Western","","","","","","","","","","","","",""
"","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","205","747","0","0","0","0","1","0","0","0","0",""
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","22368","73586","2","3","0","1","289","12","3","17","441","1202"
"","","","","ආපදා කළම ාකරණ මධයස්ත්‍රථා ය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
"","","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","","",""
"","","","","ෆැක්ස්ත්‍ර/ njhiy efy; / Fax:                  0112670079","","","","","","","","",""
"","","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","","",""
"","","","","නවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","","",""
"","","","","….....................................","","","","","","","","",""
"","","","","Commander R.G.T.S.Karunarathna","","","","","","","","",""
"","","","","Duty Officer","","","","","","","","",""
"","","","","For Director General","","","","","","","","",""
"","","","","* This is an authorized report by DMC - EOC duty officer.","","","","","","","","",""
