"","","","","","","","","","","නිවාස්ත්‍ හානි","","","","",""
"","","","","","බලපෑමට ලක්වු","","","","","","","","","",""
"","","පරිපාලන ප්‍රලද්ශය நிர்வாகப்  பிரிவு","","","","","","","","Nrjkile;j","ලවනත් හානි பிற பாதிப்புகள்","","ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd","",""
"","","","","","ghjpf;fg;gl;l","","","","","","","","","",""
"","","Administrative purview","","","","","","","","tPLfs; Houses","Other Damages","","miktplk; Safe Location","",""
"","","","","","Affected","","","තුවාලවු","අතුරුදහ","","","","","",""
"","","","","","","","","","","Damaged","","","","",""
"","","","","ආරම්භක දිනය","","","","පුද්ගලයින්","න්වූ","","","","","",""
"","","","","mdu;j;jk;","","","මිය යෑම්","","පුද්ගලයින්","","","","","",""
"","","","ආපදාව","","","","","","","","කුඩා හා මධය","","","",""
"පළාත","","","","","","","kuzq;f","fhakil","fhzhky;","","","","","","ලවනත් කරුණු"
"","#","","mdHj;jk","Muk;gpj;j jpfjp","","","","","","","පරිමාණ වයාපාරික","","","",""
"khfhzk; Province","","","","","","","s;","e;NjhH","NghNdhH","","","ඉතා වැදගත් යටිතල","ආරක්ිත","","NtW Fwpg;Gf;fs; Remarks"
"","","","Disaster","Date of","","","Deaths","","","","ස්ත්‍
රථාන சிறிய, 
පහසුකම් වලට වූ","","ස්ත්‍
රථාන","",""
"","","","","","","","","","","","","","පවුේ","",""
"","","","","","පවුේ","","","","","පූර්ණ 
අර්ධ හානි","நடுத்தர,","","","",""
"","","දිස්ත්‍රික්කය  
ප්‍රා.ලේ. ලකා","","commenced","","පුද්ගලයින්","","Injured","Missing","","හානි mbg;gilf;","","ස්ත්‍ංඛ්‍යාව 
ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්",""
"","","","","","ස්ත්‍ංඛ්‍යාව","","","","","හානි 
gFjpas","நிறுவனங் க","","","",""
"","","மாவட்டம்  
gpuNjr nra.gp     DS","","","","egHfs;","","People","People","","fl;likg;Gf;fs;","","vz;zpf;i
FLk;gq;f","egHfs;",""
"","","","","","FLk;gq;fs;","","","","","T 
KOik","ளின்","","","",""
"","","","","","","People","","","","","Damages to","","s; 
f   No.","Persons",""
"","","District
Division","","","Families","","","","","Partially
Fully","சேதங் கள்","","","",""
"","","","","","","","","","","","critical","","Families
of Safety","",""
"","","","","","","","","","","","Small, Medium,","","","",""
"","","","","","","","","","","","Infrastructure","","Locations","",""
"","","","","","","","","","","","Enterprises","","","",""
"","","","","","","","","","","","Damages","","","",""
"","","","Cutting Faliure","2021.10.30","6","28","","","","","","","1
6","28 Health Center - Ruwan Eliya",""
"","","Nuwara Eliya","","","","","","","","","","","","",""
"","","නුෙරඑලිය","Flood","2021.11.03","2","13","","","","1","","","1
2","13 Thangakale Temple",""
"","1","Etnuypah","","","","","","","","","","","","",""
"","","","Cutting Faliure","2021.10.23","10","37","","","","","","","1
10","37 St Lenard School",""
"","","Nuwara Eliya
Walapane","","","","","","","","","","","","",""
"","","","Flash Flood","2021.10.29","5","18","","","","","","","1
5","18 Day Care centre -","Ragalaaththa"
"මධයම පලාත","","","","","","","","","","","","","","",""
"kj;jpa","","දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total","","","23","96","0","0","0","0
1","0","0","4
23","96",""
"khfhzk;","","","","","","","","","","","","","","",""
"","","Raththota
මාතවල්","Landslide Risk","2021.11.06","11","43","","","","","","","1
11","43 Rathwaththa Primary School",""
"Central","","","","","","","","","","","","","","",""
"","2","khj;jis","","","","","","","","","","","","",""
"","","Ambanganga","","","","","","","","","","","","","Missing person's dead body"
"","","Matale","Drowning","2021.11.07","","","1","","","","","","","","found on 07th"
"","","Koralaya","","","","","","","","","","","","",""
"","","දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total","","","11","43","1","0","0","0
0","0","0","1
11","43",""
"","","පළාත් ඵකතුෙ khfhz $l;Lj;njhif  Province Total","","","34","139","1","0","0","0
1","0","0","5
34","139",""
"","","Mannar Town
මන්නාරම","","","153","525","","","","","","","","",""
"","","","Heavy Rain &","2021.11.01 to","","","","","","","","","","",""
"","3","kd;dhH  
Nannattan","","","6","27","","","","","","","","",""
"උතුරු පලාත","","","Flood","06","","","","","","","","","","",""
"","","Mannar","","","","","","","","","","","","",""
"tl khfhzk;","","Manthai West","","","27","88","","","","","","","","",""
"Northen","","දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total","","","186","640","0","0","0","0
0","0","0","0
0","0",""
"","","පළාත් ඵකතුෙ khfhz $l;Lj;njhif  Province Total","","","186","640","0","0","0","0
0","0","0","0
0","0",""
"","","Ella","Heavy Rain","","12","42","","","","","","","1
12","42 Halpe Kovil",""
"","","බදුල්ල","","","","","","","","","","","","",""
"ඌෙ","4","","","2021.10.29","","","","","","","","","","","1. Gonakale Line Hospital 2."
"","","gJs;is","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","Kanawarella Crech Building"
"Cth","","Passara
Badulla","Heavy Rain","","17","70","","","","","","","3
17","70","3."
"khfhzk;","","","","","","","","","","","","","","","Puhulwatta Crech Building"
"Uva","","","","","","","","","","","","","","",""
"","","දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total","","","29","112","0","0","0","0
0","0","0","4
29","112",""
"","","පළාත් ඵකතුෙ khfhz $l;Lj;njhif  Province Total","","","29","112","0","0","0","0
0","0","0","4
29","112",""
"","මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","","249","891","1","0","0","0
1","0","0","9
63","251",""
