"Central","","","","","","","","","","","","",""
"","දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total","4","11","0","0","0","0","4","0","0","0","0",""
"","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","4","11","0","0","0","0","4","0","0","0","0",""
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","53","153","1","0","0","0","24","0","0","11","165","589"
"","","","","ආපදා කළමනාකරණ මධ්‍යසරථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
"","","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","","",""
"","","","","ෆැක්සර/ njhiy efy; / Fax:                  0112670079","","","","","","","","",""
"","","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","","",""
"","","","","වවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","","",""
"","","","","…..............................................","","","","","","","","",""
"","","","","SI. S.A.N.P. Rangalla","","","","","","","","",""
"","","","","Duty Officer","","","","","","","","",""
"","","","","For Director General","","","","","","","","",""
"","","","","* This is an authorized report by DMC - EOC duty officer.","","","","","","","","",""
