"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","708","2591","0","0","0","0","45","0","0","1","4","12"
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","708","2591","0","0","0","0","45","0","0","1","4","12"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","798","2930","1","0","0","3","116","0","0","11","191","639"
"","","","ආපදා කළමනාකරණ මධ්‍යස්ත්‍රථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
"","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","","",""
"","","","ෆැක්ස්ත්‍ර/ njhiy efy; / Fax:                  0112670079","","","","","","","","",""
"","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","","",""
"","","","ලවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","","",""
"","","","…..............................................","","","","","","","","",""
"","","","J.M.A.R.Jayarathne","","","","","","","","",""
"","","","Deputy Director / Duty Officer","","","","","","","","",""
"","","","For Director General","","","","","","","","",""
"","","","* This is an authorized report by DMC - EOC duty officer.","","","","","","","","",""
