"දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total","1749","6841","0","0","0","0","1","0","0","14","262","1418"
"පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","1794","7004","0","0","0","0","4","0","0","14","262","1418"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","34492","134484","3","2","0","1","240","29","2","81","1753","6963"
"","","","ආපදො කළම ොකරණ මධ්‍යසරථො ය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
"","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","","",""
"","","","ෆැක්සර/ njhiy efy; / Fax:                  0112670079","","","","","","","","",""
"","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","","",""
"","","","නවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","","",""
"","","","….....................................","","","","","","","","",""
"","","","SI S.A.N. Bandara","","","","","","","","",""
"","","","Duty Officer","","","","","","","","",""
"","","","For Director General","","","","","","","","",""
"","","","* This is an authorized report by DMC - EOC duty officer.","","","","","","","","",""
