"උතුරු පලාත","1","aho;g;ghzk;","Chenkanai","High Wind","2022.08.01","","1","5","","","","","1","","","","","","","",""
"","","Jaffna","","","","","","","","","","","","","","","","","","",""
"tl khfhzk;","","","","","","","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","","1","5","0","0","0","0","1","","0","","0","0","0","0",""
"Northen","","","","","","","","","","","","","","","","","","","","",""
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","","1","5","0","0","0","0","1","","0","","0","0","0","0",""
"","","","Kothmale","Cutting failure","2022.08.01","","45","180","","","3","","34","","","","","","","",""
"","","","Ambagamuwa","Cutting failure / Flood","2022.08.01","","147","578","3","","","1","81","","","","","4","71","","272 01.Aulton Kovila                 
02. Gawaravila Tamil School"
"","","නුවරඑලිය","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","01.Rathnagiriya Dispensary"
"","2","Etnuypah","","","","","","","","","","","","","","","","","","",""
"","","","Nuwaraeliya","Flood / Landslide Risk","2022.08.01","","248","877","","","","","195","","","","","3","15","60","02. Dimbula watta"
"","","Nuwara Eliya","","","","","","","","","","","","","","","","","","","Diuspensary"
"","","","Hanguranketha","High Wind","2022.08.01","","2","10","","","","","2","","","","","","","",""
"","","","Walapane","Rock fallen","2022.08.01","","1","4","","","","","1","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","","443","1649","3","0","3","1","313","","0","","0","7","86","332",""
"","","","","Heavy Rain & High","","","","","","","","","","","","","","","","",""
"","","","Pathadumbara","","","","1","4","","","","","1","","","","","","","",""
"","","","","wind","","","","","","","","","","","","","","","","",""
"","","","Yatinuwara","Tree Fallen","","","1","5","","","","","1","","","","","","","",""
"","","","Hatharaliyadda","","","","1","6","","","","","1","","","","","","","",""
"මධ්‍යම පලාත","","","Harispattuwa","","","","2","10","","","","","2","","","","","","","",""
"kj;jpa","","","Thumpane","Heavy Rain & High","","","3","12","","","","","3","","","","","","","",""
"khfhzk;","","","Pathahewaheta","wind","","","2","5","","","","","2","","","","","","","",""
"Central","3","නුවර fz;b Kandy","Gangawatakorale","","2022.08.01","","1","6","","","","","1","","","","","","","",""
"","","","Deltota","","","","2","10","","","","","2","","","","","","","",""
"","","","Medadumbara","Heavy Rain & High","","","2","7","","","","","2","","","","","","","",""
"","","","Udapalatha","wind","","","96","346","","","","","4","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","01. Hidry Temple"
"","","","","","","","","","","","","","","","","","","","","","02. Nawalapitiya M.M."
"","","","Pasbagekorale","Flood","","","726","3398","","","1","","","","","","","3","323","1595","Viduhala"
"","","","","","","","","","","","","","","","","","","","","","03. Karahandungala Church"
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","","837","3809","0","0","1","0","19","","0","","0","3","323","1595",""
"","","","","","2022.08.01","","8","29","","","","","8","","","","","","","",""
"","","","Rattota","","","","","","","","","","","","","","","","","",""
"","","මාත්ල් khj;jis","","","2022.08.02","","1","5","","1","","","1","","","","","","","",""
"","4","","","Heavy Rain","","","","","","","","","","","","","","","","",""
"","","Matale","Ukuwela","","2022.08.03","","1","4","","","","","1","","","","","","","",""
"","","","Yatawattha","","2022.08.01","","2","6","","","","","2","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","","12","44","0","1","0","0","12","","0","","0","0","0","0",""
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","","1292","5502","3","1","4","1","344","","0","","0","10","409","1927",""
"","","ගාල්ල","Madampagama","Tree Fallen","","","1","2","","","","","1","","","","","","","",""
"","5","","","","2022.08.01","","","","","","","","","","","","","","","",""
"","","fhyp       Galle","Kadawathsathra","Rock fallen","","","1","6","","","","","1","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","","2","8","0","0","0","0","2","","0","","0","0","0","0",""
"","","","Okewela","Fire","2022.08.02","","1","4","","","","","","","1","","","","","",""
"","","හම්බන්තාට","","Landslide","","","2","6","","","","","2","","","","","","","",""
"","6","`k;ghe;Njhl;il","","Flood","","","1","3","","","","","1","","","","","","","",""
"","","","Walasmulle","","2022.08.01","","","","","","","","","","","","","","","",""
"","","Hambantota","","","","","","","","","","","","","","","","","","",""
"","","","","Heavy Rain & High","","","","","","","","","","","","","","","","",""
"","","","","","","","2","10","","","","","2","","","","","","","",""
"","","","","wind","","","","","","","","","","","","","","","","",""
