"","","","","scarcity due to","","","","","","","","","","","","","","","","Providing Drinking"
"","","රත්නපුර","","","","","","","","","","","","","","","","","","Water"
"","","","","prevailing dry weather","","","","","","","","","","","","","","","",""
"","1",",uj;jpdGhp","Weligepola","","2023.06.15","1635","5487","","","","","","","","","","","","",""
"ස්ත්‍බරගමුව පලාත","","","","condition","","","","","","","","","","","","","","","",""
"","","Rathnapura","","","","","","","","","","","","","","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","","","","","",""
"Sabaragamuwa","","","Balangoda","High Wind","2023.08.06","1","4","","","","","1","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","1698","5737","0","0","0","0","1","","0","0","","0","0","0",""
"","","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","","1698","5737","0","0","0","0","1","","0","0","","0","0","0",""
"","","","Kinniya","","","170","408","","","","","","","","","","","","",""
"","","","Seruwila","","","1283","4323","","","","","","","","","","","","",""
"","","","","Drinking water","","","","","","","","","","","","","","","",""
"","","","Kuchchaveli","scarcity due to","2023.07.28","987","3219","","","","","","","","","","","","","Providing Drinking"
"","","ත්‍රීකුණාමලය","","","","","","","","","","","","","","","","","",""
"","","","","prevailing dry weather","","","","","","","","","","","","","","","","Water"
"","2","jp.kiy","Werugal","","","19","55","","","","","","","","","","","","",""
"නැගගනහිර පලාත","","","","","","","","","","","","","","","","","","","",""
"","","Trincomalee","","condition","","","","","","","","","","","","","","","",""
"fpof;F","","","Mutthur","","","237","779","","","","","","","","","","","","",""
"Eastern Province","","","","","","","","","","","","","","","","","","","",""
"","","","Gomarankadawela","","2023.06.12","50","195","","","","","","","","","","","","",""
"","","","Trincomalee","High Wind","2023.08.04","1","3","","","","","1","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","2747","8982","0","0","0","0","1","","0","0","","0","0","0",""
"","","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","","2747","8982","0","0","0","0","1","","0","0","","0","0","0",""
"","","","","Drinking water","","","","","","","","","","","","","","","",""
"","","පුත්තලම","","","","","","","","","","","","","","","","","",""
"","","","","scarcity due to","","","","","","","","","","","","","","","",""
"","3","Gj;jsk;","Wanathavilluwa","","2023.08.01","60","215","","","","","","","","","","","","",""
"","","","","prevailing dry weather","","","","","","","","","","","","","","","",""
"","","Puttalam","","","","","","","","","","","","","","","","","",""
"","","","","condition","","","","","","","","","","","","","","","",""
"වයඹ පලාත","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","60","215","0","0","0","0","0","","0","0","","0","0","0",""
"tlNky; khfhzk;","","","","Drinking water","","","","","","","","","","","","","","","",""
"","","කුරුනෑගල","Bamunakotuwa","","2023.08.03","10","28","","","","","","","","","","","","",""
"North Western","","","","scarcity due to","","","","","","","","","","","","","","","","Providing Drinking"
"","4","FUdhfy;","","","","","","","","","","","","","","","","","",""
"","","","","prevailing dry weather","","","","","","","","","","","","","","","","Water"
"","","Kurunegala","Giribawa","","2023.06.19","1656","5412","","","","","","","","","","","","",""
"","","","","condition","","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","1666","5440","0","0","0","0","0","","0","0","","0","0","0",""
"","","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","","1726","5655","0","0","0","0","0","","0","0","","0","0","0",""
"","","","Delft","","2023.06.15","1038","3146","","","","","","","","","","","","",""
"","","","Kayts","Drinking water","2023.06.20","568","1880","","","","","","","","","","","","",""
"","","යාපනය","","","","","","","","","","","","","","","","","",""
"","","","","scarcity due to","","","","","","","","","","","","","","","","Providing Drinking"
"","5","aho;g;ghzk;","Chavakachcheri","","2023.05.04","3185","11760","","","","","","","","","","","","",""
"","","","","prevailing dry weather","","","","","","","","","","","","","","","","Water"
"","","Jaffna","","","","","","","","","","","","","","","","","",""
"","","","Maruthankerny","condition","2023.06.15","956","3067","","","","","","","","","","","","",""
"","","","Chankanai","","2023.06.15","15967","49260","","","","","","","","","","","","",""
"උතුරු පලාත","","","","","","","","","","","","","","","","","","","",""
"tl khfhzk;","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","21714","69113","0","0","0","0","0","","0","0","","0","0","0",""
