"","","නුවරඑලිය","Nuwara Eliya","Landslide","2021.10.29","6","28","","","","","","","","","1","","6","28 Ruwaneliya Safety Centre"
"මධ්‍යම පලාත","1","Etnuypah","","","","","","","","","","","","","","","","",""
"kj;jpa","","","","Landslide Risk","2021.11.24","8","34","","","","","","","","","1","","8","34"
"","","Nuwara Eliya","Walapane","","","","","","","","","","","","","","","",""
"khfhzk;","","","","","","","","","","","","","","","","","","",""
"Central","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","14","62","0","0","0","0","0","0","0","","2","","14","62"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","14","62","0","0","0","0","0","0","0","","2","","14","62"
"","","රත්නපුර","","","","","","","","","","","","","","","","",""
"","2",",uj;jpdGhp","Rathnapura","Landslide Risk","2021.11.11","","","","","","","","","","","1","","3","7 Kathrik Community Hall"
"","","Rathnapura","","","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","0","0","0","0","0","0","0","0","0","","1","","3","7"
"ස්ත්‍බරගමුව","","","","","","","","","","","","","","","","","","","1. Eeriyagolla Community"
"","","","Rambukkana","Cutting Faliure","2021.11.14/15/16/18","41","129","","","","2","17","","","","2","","9","Hall                                         
29"
"පලාත","","","","","","","","","","","","","","","","","","","2.Sri Sunethrarama Temple"
"rg;ufKt","","කෑගල්ල","","","","","","","","","","","","","","","","",""
"","","","Mawanella","Cutting Faliure","2021.11.15-17","8","31","","","","","1","","","","","","",""
"Sabaragamuw","3","Nffhiy","","","","","","","","","","","","","","","","",""
"a","","Kegalle","Yatiyantota","High Wind","2021.11.11","1","3","","","","","1","","","","","","",""
"","","","","Flash Flood/ Tree","","","","","","","","","","","","","","",""
"","","","Ruwanwella","","2021.11.08-15","6","18","","","","","","","","","","","",""
"","","","","Fallen","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","56","181","0","0","0","2","19","0","0","","2","","9","29"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","56","181","0","0","0","2","19","0","0","","3","","12","36"
"","","","Mundalama","Flood","","9449","27619","3","","","12","66","29","1","","","","",""
"","","","Karuwalagaswewa","Flood/High Wind","","614","1836","","","","1","39","3","","","","","",""
"","","","Wennappuwa","Flood/High Wind","","757","3178","","","","","36","5","","","1","","4","16 Kolonjaadiya"
"","","","Wanathawilluwa","Flood","","2079","7509","1","","","23","107","10","","","","","",""
"","","","","","2021.11.08","","","","","","","","","","","","","",""
"","","","","Heavy Rain/ Flash","","","","","","","","","","","","","","",""
"","","","Puttalama","","","11261","43926","","","","13","32","16","3","","","","",""
"","","","","Flood","","","","","","","","","","","","","","",""
"","","","Mahakumbukkadawal","","","","","","","","","","","","","","","",""
"","","","","Flood/Heavy Rain","","529","1988","2","1","","","53","11","4","","","","",""
"","","","a","","","","","","","","","","","","","","","",""
"","","පුත්තලම","Dankotuwa","Flood/High Wind","","206","746","","","","1","8","11","","","","","",""
"වයඹ පලාත","","","","","","","","","","","","","","","","","","",""
"","4","Gj;jsk;","","","","","","","","","","","","","","","","",""
"tlNky;","","","Anamaduwa","Flood","","157","539","","","","1","18","2","","","","","",""
"","","Puttalam","","","","","","","","","","","","","","","","",""
"khfhzk;","","","Madampe","Flood","","1307","4090","","","","","25","","","","","","",""
"North","","","","","","","","","","","","","","","","","","",""
"","","","Arachchikattuwa","Flood/High Wind","","2693","9444","","","","2","18","49","1","","","","",""
"Western","","","","","","","","","","","","","","","","","","",""
"","","","Chilaw","Flood","","6722","26759","","","","1","12","6","1","","","","",""
"","","","Kalpitiya","Flood","2021.11.09","3665","13423","","","","","1","2","","","","","",""
"","","","Pallama","Flood/High Wind","","94","281","","","","","17","28","","","","","",""
"","","","Nawagaththegama","Flood","","6","17","","","","","","","","","","","",""
"","","","Mahawewa","Flood","","1340","4437","1","","","","","2","1","","","","",""
"","","","Naththandiya","Flood","","1095","4499","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","41974","150291","7","1","0","54","432","174","11","","1","","4","16"
