"rg;ufKt","","","Dehiovita","Drought","2024.03.19","160","672","","","","","","","","","","","","","",""
"Sabaragamuwa","","","","","","","","","","","","","","","","","","","","",""
"","","","Galigamuwa","Drought","2024.03.18/19","175","637","","","","","","","","","","","","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","680","2828","0","0","0","","0","4","","0","0","","0","0","0",""
"","","රත්නපුර","Kolonna","High Wind","2024.04.05","1","4","","","","","","1","","","","","","","",""
"","3",",uj;jpdGhp","","","","","","","","","","","","","","","","","","",""
"","","Rathnapura","Weligepola","Tree Fallen","2024.04.06","2","7","","","","","","2","","","","","","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","3","11","0","0","0","","0","3","","0","0","","0","0","0",""
"","","පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","","683","2839","0","0","0","","0","7","","0","0","","0","0","0",""
"","","","","","","","","","","","","","","","","","","","","","Drinking water is"
"","","බදුල්ල","","","","","","","","","","","","","","","","","","",""
"","4","","Hali Ela","Drought","2024.03.31","50","190","","","","","","","","","","","","","","distributing for"
"ඌෙ","","gJs;is     Badulla","","","","","","","","","","","","","","","","","","","drought areas"
"Cth khfhzk;","","","","","","","","","","","","","","","","","","","","",""
