"","Drought
Naththandiya","2019.01.24","1019","3365","","","","","","","","","",""
"පුත්ත඼ම","","","","","","","","","","","","","",""
"","Nawagaththegama","2019.01.24","148","392","","","","","","","","","",""
"3
Gj;jsk","","","","","","","","","","","","","",""
"Puttalam","Wanathavilluwa","","455","1572","","","","","","","","","",""
"","Karuwalagaswewa","2019.01.24","1137","3348","","","","","","","","","",""
"","Mahakubukkadawala","","3042","9562","","","","","","","","","",""
"","Mahawewa","","19","66","","","","","16","3","","","",""
"","Chilow","High Wind
2019.06.11,12","13","55","","","","","12","1","","","",""
"ලයඹ ප඼෈ත","","","","","","","","","","","","","",""
"tlNky;","Puttalam","","2","8","","","","","1","1","","","",""
"khfhzk;","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුල    khtl;l $l;Lj;njhif  District Total","","13461","45902","0","0","0","0","29","5","0","0","0","0"
"North Western","","","","","","","","","","","","","",""
"","Ambanpola","2019.04.03","541","1613","","","","","","","","","",""
"","Galgamuwa","2019.04.11","355","1439","","","","","","","","","",""
"","Udubaddawa","2019.05.08","288","991","","","","","","","","","",""
"","Kotawehera","2019.05","994","3025","","","","","","","","","",""
"කුරුණ්ග඼","Polpithigama","2019.05 සිට","1762","5688","","","","","","","","","",""
"","Drought","","","","","","","","","","","","",""
"4
FUdhfy;","Kuliyapitiya - East","2019.05.15","293","1263","","","","","","","","","",""
"Kurunegala","Maaspotha","2019.04 සිට","59","214","","","","","","","","","",""
"","Weerambugedara","2019.05 සිට","135","515","","","","","","","","","",""
"","Giribawa","2019.5.28","544","1373","","","","","","","","","",""
"","Polgahawela","2019.01 සිට","185","548","","","","","","","","","",""
