"බස්නාහිර පලාත","දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total","","","40
153","0","0","0","38
2","0","0","2
40
147",""
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","40
153","0","0","0","38
2","0","0","2
40
147",""
"","Bulathkohupitiya","Tree Fallen","2022.04.02","2
4","2","2","","","","","",""
"","Warakapola","High Wind","","1
3","","","","1","","","",""
"","කෑගල්ල","","","","","","","","","","",""
"","Galigamuwa","Tree Fallen","","3
10","","","","3","","","",""
"2","Nffhiy","","2022.04.05","","","","","","","","",""
"","","Cutting Faliure","","1
6","","","","1","","","",""
"","Kegalle
Yatiyantota","","","","","","","","","","",""
"","","Lightning","","3
13","","","","3","","","",""
"","Dehiowita","Tree Fallen","2022.04.07","1
4","","","","1","","","",""
"","දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total","","","11
40","2","2","0","0
9","0","0","0
0","0"
"","","Fire","2022.04.06","1
3","","","","1","","","",""
"","Elapatha","Lightning","2022.04.04","1
2","","","","1","","","",""
"","","High Wind","2022.04.07","1
2","","","","1","","","",""
"","","Fire","","1
3","","","","1","","","",""
"","Kuruwita","","2022.04.02","","","","","","","","",""
"","","Rock Fallen","","2
9","","","","2","","","",""
"සබරගමුව","","","2022.04.03","1
4","","","","1","","","",""
"","Pelmadulla","High Wind","","","","","","","","","",""
"පලාත","","","2022.04.05","1
4","","","","1","","","",""
"rg;ufKt","","","2022.04.04","1
4","","","","1","","","",""
"","Ebilipitiya","High Wind","","","","","","","","","",""
"Sabaragamuw","","","2022.04.07","1
4","","","","1","","","",""
"","රත්නපුර","","","","","","","","","","",""
"a","","High Wind","2022.04.04","2
8","","","","1","","","",""
"3",",uj;jpdGhp","","","","","","","","","","",""
"","Kolonna","","2022.04.05","1
3","","","","1","","","",""
"","Rathnapura","Rock Fallen","","","","","","","","","",""
"","","","2022.04.06","2
10","","","","2","","","",""
"","","Fire","2022.04.05","1
5","","","","1","","","",""
"","Godakawela","","","","","","","","","","",""
"","","High Wind","2022.04.08","1
4","","","","1","","","",""
"","Rathnapura","High Wind","2022.04.07","2
4","","","","2","","","",""
"","Opanayaka","Fire","2022.04.05","1
3","","1","","","","","",""
"","Imbulpe","Tree Fallen","2022.04.06","1
4","1","","","","","","",""
"","","High Wind","2022.04.06","2
7","","","","2","","","",""
"","Kalawana","","","","","","","","","","",""
"","","Heavy Rain","2022.04.07","1
2","","","","1","","","",""
"","Ayagama","High Wind","2022.04.07","2
6","","","","2","","","",""
"","දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total","","","26
91","1","1","0","0
23","0","0","0
0","0"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","37
131","3","3","0","0
32","0","0","0
0","0"
"නැකගනහිර","මඩකලපුව","","","","","","","","","","",""
"පලාත fpof;F 
4","Munmunai West
kl;lf;fsg;G","High Wind","2022.04.03","13
46","","","","13","","","",""
"Eastern","Batticaloa","","","","","","","","","","",""
"","දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total","","","13
46","0","0","0","0
13","0","0","0
0","0"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","13
46","0","0","0","0
13","0","0","0
0","0"
