"","","","High Wind","2020.07.20","1","3","","","","1","","","","",""
"මධ්‍යම පලොත","","Ganga Ihala Korale","","","","","","","","","","","","",""
"","","","Collapse of a Wall","2020.07.22","1","5","","","","1","","","","",""
"kj;jpa khfhzk","","","","","","","","","","","","","","",""
"Central","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","6","25","0","0","0","0
6","0","0","0
0","0",""
"","","නුවරඑලිය","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","Nuwara Eliya Pre School &"
"","2","Nuwara Eliya
Etnuypah","Fire","2020.07.28","9","33","","","","10","","","2
9","33",""
"","","","","","","","","","","","","","","Cultural Hall",""
"","","Nuwara Eliya","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","9","33","0","0","0","0
10","0","0","2
9","33",""
"","","පළොත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","15","58","0","0","0","0
16","0","0","2
9","33",""
"","","කළුතර","","","","","","","","","","","","",""
"","3","Beruwala
fSj;Jiw","Drowning","2020.07.13","1","3","2","1","","","","","","",""
"","","Kalutara","","","","","","","","","","","","",""
"Western","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","1","3","2","1","0","0
0","0","0","0
0","0",""
"Nky; khfhzk","","කකොළඹ","","","","","","","","","","","","",""
"බස්ත්‍රනොහිර පලොත","4","Kaduwela
nfhOk;G","Fire","2020.07.20","","","","","","","1","","","",""
"","","Colombo","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","0","0","0","0","0","0
0","1","0","0
0","0",""
"","","පළොත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","1","3","2","1","0","0
0","1","0","0
0","0",""
"","","වව්නියොව","","","","","","","","","","","","",""
"","5","Vavuniya North
tTdpah","High Wind","2020.07.20","10","33","1","3","","7","1","","","","Child death due to tree fallen"
"","","Vavuniya","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","10","33","1","3","0","0
7","1","0","0
0","0",""
"","","Welioya","Elephant Attack","2020.07.26","1","1","1","","","","","","","",""
"","","මුලතිව්න","","","","","","","","","","","","",""
"","6","Ky;iyj;jPT","","2020.07.27","1","3","","","","1","","","","",""
"","","Puthukudiyirippu
Mulaitivu","High Wind","","","","","","","","","","","",""
"","","","","2020.07.28","1","4","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","3","8","1","0","0","0
1","0","0","0
0","0",""
"","","Karainagar","Drowning","2020.07.23","1","1","","","1","","","","","",""
"උතුරු පලොත      tl","","","","","","","","","","","","","","",""
"khfhzk; Northen","","යොපනය","","","","","","","","","","","","",""
"","","Delft","","","1","6","","","","","1","","","",""
"","7","aho;g;ghzk;","","2020.07.26","","","","","","","","","","",""
"","","Sandilippai
Jaffna","High Wind","","1","1","","","","1","","","","",""
"","","Velanai","","2020.07.27","1","5","","","","1","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","4","13","0","0","1","0
2","1","0","0
0","0",""
"","","මන්නොරම","","","","","","","","","","","","",""
"","","","Large Honeybees","","","","","","","","","","","",""
"","8","Manthai West
kd;dhH","","2020.07.24","30","30","","30","","","","","","",""
"","","","Attacks","","","","","","","","","","","",""
"","","Mannar","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","30","30","0","30","0","0
0","0","0","0
0","0",""
"","","පළොත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","47","84","2","33","1","0
10","2","0","0
0","0",""
