doc_type	doc_id	num	date_str	description	url_metadata	lang	url_pdf	time_str	ut
lk_dmc_situation_reports	2026-02-14-10-00-situation-report	10-00-situation-report	2026-02-14	Situation Report	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=273&report_type_id=1&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Situation_Summary_Report_at_1000hrs_on_2026__1771044453.pdf	10:00	1771043400.0
lk_dmc_situation_reports	2026-02-10-10-00-situation-report	10-00-situation-report	2026-02-10	Situation Report	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=273&report_type_id=1&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Situation_Summary_Report_at_1000hrs_on_2026__1770701293.pdf	10:00	1770697800.0
lk_dmc_situation_reports	2026-02-09-10-00-situation-report	10-00-situation-report	2026-02-09	Situation Report	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=273&report_type_id=1&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Situation_Summary_Report_(Ditwah)_at_1000hrs_on_2026__1770618878.pdf	10:00	1770611400.0
lk_dmc_situation_reports	2026-02-08-10-00-situation-report	10-00-situation-report	2026-02-08	Situation Report	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=273&report_type_id=1&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Situation_Summary_Report_(Ditwah)_at_1000hrs_on_2026__1770525351.pdf	10:00	1770525000.0
lk_dmc_situation_reports	2026-02-07-10-00-situation-summary-report	10-00-situation-summary-report	2026-02-07	Situation Summary Report	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=273&report_type_id=1&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Situation_Summary_Report_at_1000hrs_on_2026__1770437183.pdf	10:00	1770438600.0
lk_dmc_situation_reports	2026-02-06-10-00-situation-report	10-00-situation-report	2026-02-06	Situation Report	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=273&report_type_id=1&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Situation_Summary_Report_at_1000hrs_on_2026__1770352405.pdf	10:00	1770352200.0
lk_dmc_situation_reports	2026-02-04-10-00-situation-report	10-00-situation-report	2026-02-04	Situation Report	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=273&report_type_id=1&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Situation_Summary_Report_(Ditwah)_at_1000hrs_on_2026__1770179560.pdf	10:00	1770179400.0
lk_dmc_situation_reports	2026-02-02-10-00-situation-report--ditwah	10-00-situation-report--ditwah	2026-02-02	Situation Report - (Ditwah)	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=273&report_type_id=1&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Situation_Summary_Report_at_1000hrs_on_2026__1770008172.pdf	10:00	1770006600.0
lk_dmc_situation_reports	2026-02-02-10-00-situation-report	10-00-situation-report	2026-02-02	Situation Report	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=273&report_type_id=1&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Situation_Report_on_2026__1770008093.pdf	10:00	1770006600.0
lk_dmc_situation_reports	2026-02-01-10-00-situation-report-ditwah	10-00-situation-report-ditwah	2026-02-01	Situation Report (Ditwah)	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=273&report_type_id=1&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Situation_Summary_Report_(Ditwah)_at_1000hrs_on_2026__1769920605.pdf	10:00	1769920200.0
