"","Rathnapura","High Wind/Cutting Failure","2023.07.04","9","36","","","","","9","","","","","","",""
"","Kahawatta","High Wind","2023.07.04/05","14","57","","","","","14","","","","","","",""
"","Kolonna","High Wind","2023.07.04","4","16","","","","","4","","","","","","",""
"","Weligepola","High Wind","2023.07.04/05","4","13","","","","","4","","","","","","",""
"රත්නපුර","Ehaliyagoda","High Wind","2023.07.04/05","9","34","","","","","9","","","","","","",""
"1
,uj;jpdGhp","Kaltota","High Wind","2023.07.05","1","4","","","","","1","","","","","","",""
"Rathnapura","Pelmadulla","High Wind","2023.07.04","10","42","","","","","10","","","","","","",""
"","Ayagama","High Wind","2023.07.05","4","18","","","","","4","","","","","","",""
"","Kiriella","High Wind","2023.07.04","1","3","","","","","1","","","","","","",""
"","Opanayake","High Wind","2023.07.04/05","7","24","","","","","7","","","","","","",""
"","Imbulpe","High Wind","2023.07.04/05","6","25","","","","","6","","","","","","",""
"","Elapatha","High Wind","2023.07.05","33","124","","","","","13","","","","","","",""
"සබරගමුව පලාත","","","","","","","","","","","","","","","","",""
"","Kuruwita","High Wind","2023.07.05","2","7","","","","","2","","","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","","",""
"","Godakawela","High Wind","2023.07.04/05","12","46","","","","","12","","","","","","",""
"Sabaragamuwa","","","","","","","","","","","","","","","","",""
"","දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","","178","665","0","0","0","0","148","","0","0","0","0","0",""
"","Aranayake","High Wind","2023.07.03/04/05","28","112","","","","","25","","1","","","","",""
"","Yatiyantota","High Wind","2023.07.03/04/05","19","75","","","","","19","","6","","","","",""
"","Deraniyagala","Cutting Failure","2023.07.02/05","5","15","","","","","5","","1","","","","",""
"","Warakapola","High Wind","2023.07.05/04","12","46","","","","","12","","","","","","",""
"","Mawanella","High Wind","2023.07.02/04","13","55","","","","","13","","","","","","",""
"කෑගල්ල","","","","","","","","","","","","","","","","",""
"2","Kegalla","High Wind","2023.07.04","13","49","","","","","13","","","","","","",""
"","Nffhiy  Kegalle","","","","","","","","","","","","","","","",""
"","Dehiowita","High Wind","2023.07.04","10","39","","","","","10","","2","","","","",""
"","Bulathkohupitiya","High Wind","2023.07.04","22","86","","","","","21","","1","","","","",""
"","Rambukkana","High Wind","2023.07.04","2","5","","","","","2","","","","","","",""
"","Galigamuwa","High Wind","2023.07.05/06","10","29","","","","","10","","","","","","",""
"","Ruwanwella","High Wind","2023.07.04/05","4","15","","","","","4","","","","","","",""
"","දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","","138","526","0","0","0","0","134","","11","0","0","0","0",""
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","316","1191","0","0","0","0","282","","11","0","0","0","0",""
"","Gomarankadawala","High Wind","2023.07.04","1","3","","","","","1","","","","","","",""
"","Verugal","High Wind","2023.07.04/05/06","24","79","","","","","24","","","","","","",""
"ත්‍රීකුණාමලය","Seruwila","High Wind","2023.07.04/05/06","39","135","","","","","36","","","","","","",""
"3
jp.kiy","Kantale","High Wind","2023.07.04","11","36","","5","","","11","","","","","","",""
"Trincomalee","Town & Gravets","High Wind","2023.07.04/05/06","2","11","","","","","2","","","","","","",""
"","Kuchchaweli","High Wind","2023.07.04/05/06","1","5","","","","","1","","","","","","",""
"නැගගනහිර පලාත","","","","","","","","","","","","","","","","",""
"","Muthur","High Wind","2023.07.04","11","40","","","","","10","","1","","","","",""
"fpof;F","","","","","","","","","","","","","","","","",""
"Eastern","දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","","89","309","0","5","0","0","85","","1","0","0","0","0",""
"මඩකලපුව","","","","","","","","","","","","","","","","",""
"4
kl;lf;fsg;G","Eravur pattu","High Wind","2023.07.04","1","4","","","","","1","","","","","","",""
"Batticaloa","","","","","","","","","","","","","","","","",""
"","දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","","1","4","0","0","0","0","1","","0","0","0","0","0",""
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","90","313","0","5","0","0","86","","1","0","0","0","0",""
