"","මහනුවර","","","","","","","","","","","","",""
"","2","Gangawatakorale
High Wind","2020.05.18","","","","5","12","","","","","5",""
"මධ්‍යම පලාත","fz;b      Kandy","","","","","","","","","","","","",""
"kj;jpa khfhzk;","","","","","","","","","","","","","",""
"","","Akurana
High Wind","2020.05.18","","","","2","9","","","","","2",""
"Central","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","0
0","0","0","0","8","25","0","0","0","0","8","0"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","0
0","0","0","0","8","25","0","0","0","0","8","0"
"","මුලතිව්","Maritimepattu","","","","","1","1","","","","","1",""
"","3
Ky;iyj;jPT","High Wind
Oddusudan","2020.05.18","","","","1","5","","","","","1",""
"","Mulaitivu","Puthukudiyiruppu","","","","","1","2","","","","","1",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","0
0","0","0","0","3","8","0","0","0","0","3","0"
"","","Vavuniya","","","","","4","14","","","","","3",""
"","වව්ියාව","","","","","","","","","","","","",""
"උතුරු පලාත","4","High Wind","2020.05.18","","","","","","","","","","",""
"","tTdpah  Vavuniya","","","","","","","","","","","","",""
"","","Vavuniya south","","","","","7","23","","","","","7",""
"tl khfhzk;","","","","","","","","","","","","","",""
"Northen","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","0
0","0","0","0","11","37","0","0","0","0","10","0"
"","කිලින ාච්චිය","Karachchi","","","","","9","25","","1","","","8",""
"","5
fpspnehr;rp","High Wind
Kandawalai","2020.05.18","","","","6","19","","","","","6",""
"","Killinochchi","Poonakary","","","","","13","51","","","","3","2",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","0
0","0","0","0","28","95","0","1","0","3","16","0"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","0
0","0","0","0","42","140","0","1","0","3","29","0"
"","","Thamankaduwa","","","","","19","76","","","","","19",""
"","","Medirigiriya","","","","","35","129","","","","","35",""
"","නපානලාන් රුව","Lankapura","","","","","18","69","","","","","17",""
"උතුරුමැද පලාත","","","","","","","","","","","","","",""
"tlkj;jpa","6
nghyd;dWit","High Wind
Dimbulagala","2020.05.18
2
2","7","","","24","83","","","","","22",""
"khfhzk;","Polonnaruwa","","","","","","","","","","","","",""
"","","Higurakgoda","","","","","41","153","","","","","41",""
"North Central","","","","","","","","","","","","","",""
"","","Elahera","","","","","10","28","","","","","10",""
"","","Walikanda","","","","","1","2","","","","","1",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","2
2","7","0","0","148","540","0","0","0","0","145","0"
"","","Mihinthale","","","","","3","","","","","","3",""
"","","Mahavilachchiya","","","","","1","","","","","","1",""
"","","Palugaswewa","","","","","2","","","","","","2",""
"","අනුරාධ්‍පුර     m.Guk;","","","","","","","","","","","","",""
"","7","High Wind
Horowupathana","2020.05.18","","","","20","","","","","","20",""
"","Anuradhapura","","","","","","","","","","","","",""
"","","Galenbidunuwewa","","","","","8","","","","","","8",""
"","","Nuwaragam palatha","","","","","8","","","","","","8",""
"","","Kahatagasdigiliya","","","","","6","","1","","","","5",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","0
0","0","0","0","48","0","1","0","0","0","47","0"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","2
2","7","0","0","196","540","1","0","0","0","192","0"
