"","","","","","","","","","","නිවාස්ත්‍ හානි","","","","","",""
"","","පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு","","","බලපෑමට ලක්වු","","","","","Nrjkile;j","","ලවනත් හානි பிற பாதிப்புகள்","","ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd","",""
"","","Administrative purview","","","ghjpf;fg;gl;l    Affected","","","","","tPLfs; Houses","","Other Damages","","miktplk; Safe Location","",""
"","","","","","","","","","අතුරුදහ","Damaged","","","","","",""
"","","","","ආරම්භක දිනය","","","","","න්වූ","","","","","","",""
"","","","","mdu;j;jk;","","","මිය යෑම්","","පුද්ගලයින්","","","","","","",""
"","","","ආපදාව","","","","","","","","","","","","",""
"පළාත khfhzk;","","","","","","","kuzq;f","","fhzhky;","","","කුඩා හා මධය","","","","ලවනත් කරුණු                 NtW"
"","#","","mdHj;jk","Muk;gpj;j jpfjp","","","","","","","","","","","",""
"","","","","","","","s;","","NghNdhH","","පරිමාණ වයාපාරික","","ඉතා වැදගත් යටිතල","ආරක්ිත","","Fwpg;Gf;fs; Remarks"
"Province","","","","","","","","","","","","","","","",""
"","","","Disaster","Date of","","","Deaths","","","","ස්ත්‍","රථාන சிறிய,","පහසුකම් වලට වූ 
ස්ත්‍","රථාන","පවුේ",""
"","","","","","","","","","","පූර්ණ","","","","","",""
"","","ප්‍රා.ලේ. ලකා","","commenced","පවුේ ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්","","","Missing","","අර්ධ හානි","நடுத்தர,","හානි mbg;gilf;","ස්ත්‍ංඛ්‍යාව","පුද්ගලයින් 
ස්ත්‍ංඛ්‍යාව",""
"","දිස්ත්‍රික්කය","","","","","","","","","හානි","","","","","",""
"","","","","","","","","","People","","","நிறுவனங்களின்","","","",""
"","","gpuNjr nra.gp     DS","","","FLk;gq;fs;","egHfs;","","","","","gFjpasT","","fl;likg;Gf;fs;","vz;zpf;i","egHfs; 
FLk;gq;f",""
"","மாவட்டம் District","","","","","","","","","KOik","","","","","",""
"","","","","","Families","People","","","","","சேதங்கள்; Small, 
 Partially","","Damages to","f   No.","s; 
Persons",""
"","","Division","","","","","","","","Fully","","","","","",""
"","","","","","","","","","","","","Medium,","critical","of Safety","Families",""
"","","","","","","","","","","","","Enterprises","Infrastructure","Locations","",""
"","","","","","","","","","","","","Damages","","","",""
"","","Elapatha","Lightning","","","","","","","","","1","","","",""
"","රත්නපුර","Kahawatta","","","1","3","","","","","1","","","","",""
"","","","Cutting failure","","","","","","","","","","","","",""
"","1
,uj;jpdGhp","","","2023.03.14","1","4","","","","","1","","","","",""
"","","Godakawela","","","","","","","","","","","","","",""
"","Rathnapura","","","","","","","","","","","","","","",""
"","","","","","1","2","","","","","1","","","","",""
"","","","High Wind","","","","","","","","","","","","",""
"","","Kiriella","","","2","9","","","","","2","","","","",""
"","","දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total","","","5","18","0","0","0","0","5","1","0","0","0","0"
"","","","Lightning","","2","8","","","","","2","","","","",""
"","","Deraniyagala","","2023.03.13","","","","","","","","","","","",""
"","","","","","4","15","","","","","4","","","","",""
"සබරගමුෙ පලාත","","","","","","","","","","","","","","","",""
"","","Rambukkana","","2023.03.13","1","5","","","","","1","","","","",""
"rg;ufKt","","","Tree fallen","","","","","","","","","","","","",""
"Sabaragamuwa","","Dehiovita","","","4","14","","","","","4","1","","","",""
"","කෑගල්ල","","","","","","","","","","","","","","",""
"","Nffhiy   
2","Kegalle","","","1","4","","","","","1","","","","",""
"","Kegalle","Yatiyantota","High Wind","","1","3","","","","","1","","","","",""
"","","","","2023.03.14","","","","","","","","","","","",""
"","","","Tree Fallen","","109","465","","","","","105","3","","","",""
"","","Mawanelle","","","","","","","","","","","","","",""
"","","","Collaps of a wall","","1","4","","","","","1","","","","",""
"","","","Tree Fallen/Wall","","","","","","","","","","","","",""
"","","Aranayake","","","34","132","","","","","34","","","","",""
"","","","collaps/ High wind","","","","","","","","","","","","",""
"","","දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total","","","157","650","0","0","0","0","153","4","0","0","0","0"
