"2019.12.02","1","6","","","","","","","","","",""
"","26","112","0","0","0","0","13","0","0","0","0","0"
"","26","112","0","0","0","0","13","0","0","0","0","0"
"","4546","15568","5","5","1","8","361","3","0","15","238","933"
"","","","රොජකොරි භොර නිළධ්‍ොරි / flik mjpfhhp / Duty Officer : 011 2670002","","","","","","","","",""
"","","","මාධය ප්‍රකාශක / nra;jp njhlHghsHfs; / Media Spokesmen :","","","","","","","","",""
"","","","හදිසි ඇ තුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","","",""
"","","","ෆැක්ස්ත්‍ර/ njhiy efy; / Fax:                  0112670079","","","","","","","","",""
"","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","","",""
"","","","මවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","","",""
"","","","……………………………………………………….","","","","","","","","",""
"","","","Hiran Thilakarathne","","","","","","","","",""
"","","","Assistant Director  / Duty Officer","","","","","","","","",""
"","","","For Director General","","","","","","","","",""
"","","","This is an authorized report by DMC - EOC duty officer. No signature is required","","","","","","","","",""
