"Northen","","ලව්නිය෈ල/tTdpah/","","","","","","","","","","","","","","",""
"","2","Vavuniya","Fire","2019.07.30","1","6","","","","","1","","","","","",""
"","","Vavuniya","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","1","6","0","","0","0","1","0","0
0","","0","0","0"
"","","පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","","3","17","0","","0","0","2","1","0
0","","0","0","0"
"","","ත්‍රීකුණ෈ම඼ය","","","","","","","","","","","","","","",""
"","3","Seruwela
jp.kiy","High Wind","2019.07.20","1","3","","","","","","1","","","","",""
"","","Trincomalee","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","1","3","0","","0","0","0","1","0
0","","0","0","0"
"","","Damana","","2019.07.24","1","5","","","","","","1","","","","",""
"න෉තගනහිර ප඼෈","","","","","","","","","","","","","","","","",""
"fpof;F","","Uhana","High Wind","2019.07.26","3","12","","","","","","3","","","","",""
"","","අම්ප෈ර/mk;ghiw/A","","","","","","","","","","","","","","",""
"Eastern","4","Pottuvil","","2019.07.27","","","","","","","","","","","","",""
"","","","","","1","3","","","","","","1","","","","",""
"","","mpara","","","","","","","","","","","","","","",""
"","","","High wind / Tree","","","","","","","","","","","","","",""
"","","Uhana","","2019.07.28","1","6","","","","","","1","","","","",""
"","","","Fallen","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","6","26","0","","0","0","0","6","0
0","","0","0","0"
"","","පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","","7","29","0","","0","0","0","7","0
0","","0","0","0"
"","","හම්බන්ත ොට","","","","","","","","","","","","","","",""
"","5","Ambalantota
`k;ghe;Njhl;il","High Wind","2019.07.28","1","5","","","","","","","1","","","",""
"දකුනු ප඼෈","","","","","","","","","","","","","","","","",""
"","","Hambantota","","","","","","","","","","","","","","",""
"njd; khfhzk;","","","","","","","","","","","","","","","","",""
"Southern","","දිස්ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","1","5","0","","0","0","0","0","1
0","","0","0","0"
"","","පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","","1","5","0","","0","0","0","0","1
0","","0","0","0"
"","","Siyabalanduwa","","","79","280","","","","","","79","","","","",""
"","","තමොනර෈ග඼/nkhdw","Heavy rain / High","","","","","","","","","","","","","",""
"","6","","","2019.07.31","","","","","","","","","","","","",""
"","","hfiy /Moneragala","Wind","","","","","","","","","","","","","",""
"","","Bibila","","","20","70","","","","","","20","","","","",""
"ඌල/Cth","","","","","","","","","","","","","","","","",""
