"","","දිස්ත්‍රික්කය  
ප්‍රා.ලේ. ලකා","","of commenced","","පුද්ගලයින්","","Injured","Missing","","நடுத்தர, 
හානි mbg;gilf;","ස්ත්‍ංඛ්‍යාව 
ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්",""
"","","","","","ස්ත්‍ංඛ්‍යාව","","","","","හානි 
gFjpas","நிறுவனங் களின்","","",""
"","","மாவட்டம்  
gpuNjr nra.gp     DS","","","","egHfs;","","People","People","","fl;likg;Gf;fs;","vz;zpf;if
FLk;gq;f","egHfs;",""
"","","","","","FLk;gq;fs;","","","","","T 
KOik","சேதங் கள்","","",""
"","","District
Division","","","","People","","","","","Damages to","s; 
   No. of","Persons",""
"","","","","","Families","","","","","Partially
Fully","Small, Medium,","","",""
"","","","","","","","","","","","critical","Families
Safety","",""
"","","","","","","","","","","","Enterprises","","",""
"","","","","","","","","","","","Infrastructure","Locations","",""
"","","","","","","","","","","","Damages","","",""
"","","Kopay","(Burevi) Cyclone","2020.12.02","","","","","","","","1
1","6",""
"","","යාප ය","","2020.12.15","47","168","","","","","","","",""
"","","Thellipalai","","","","","","","","","","","",""
"","1","aho;g;ghzk;","","2020.12.19","4","17","","","","","","","",""
"","","","Flood","","","","","","","","","","",""
"","","Jaffna","","2020.12.15","15","62","","","","","","","",""
"","","Sandilippai","","","","","","","","","","","",""
"","","","","2020.12.19","54","181","","","","9","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","120","428","0","0","0","0
9","0
0","1
1","6",""
"උතුරු පලාත","","","","","","","","","","","","","",""
"tl khfhzk","","Karachchi","","","720","2213","","","","42","6","","",""
"Northen","","කිලිල ාච්චිය","","","","","","","","","","","",""
"","","Kandawalai","","","249","676","","","","8","","","",""
"","2","fpspnehr;rp","(Burevi) Cyclone","2020.12.02","","","","","","","","","",""
"","","Poonakary
Killinochchi","","","854","2228","","","","4
198","","","",""
"","","Pachchilaipallal","","","299","983","","","","34","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","2122","6100","0","0","0","4
282","0
6","0
0","0",""
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","2242","6528","0","0","0","4
291","0
6","1
1","6",""
"","","","Heavy rain","","1","2","","","","1","","","",""
"","","Harispaththuwa","","","","","","","","","","","",""
"","","","Rock Fallen","","1","4","","","","1","","","",""
"","","","","2020.12.20","","","","","","","","","",""
"","","Udunuwara","","","1","4","","","","1","","","",""
"","","Akurana","","","1","1","","","","1","","","",""
"","","Gangawata korale","","2020.12.21","1","3","","","","1","","","",""
"","","මහනුවර       
Delthota","Heavy rain","","1","2","","","","1","","","",""
"","3","fz;b","","2020.12.20","","","","","","","","","",""
"","","Kandy","","","1","3","","","","1","","","",""
"","","Minipe","","","","","","","","","","","",""
"","","","","2020.12.22","2","12","","","","2","","","",""
"","","","","2020.12.21","1","4","","","","1","","","",""
"","","Pathadumbara","","","","","","","","","","","",""
"","","","Cutting Failure","2020.12.22","1","1","","","","1","","","",""
"මධ්‍යම පලාත","","Yatinuwara","","2020.12.21","1","4","","","","1","","","",""
"kj;jpa khfhzk;","","","Heavy rain","","","","","","","","","","",""
"","","Thumpane","","2020.12.22","1","4","","","","1","","","",""
"Central","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","13","44","0","0","0","0
13","0
0","0
0","0",""
"","","","Heavy rain","","1","4","","","","1","","","",""
"","","Walapne","","","","","","","","","","","",""
"","","නුවරඑලිය","","","","","","","","","","","",""
"","","","Cutting Failure","","10","40","","","","6","","","",""
"","4","Etnuypah","","2020.12.20","","","","","","","","","",""
"","","Nuwara Eliya","Land slide Risk","","3","13","","","","","","1
3","13",""
"","","Hanguranketha","","","","","","","","","","","",""
"","","","Heavy rain","","1","7","","","","1","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","15","64","0","0","0","0
8","0
0","1
3","13",""
"","","මාතලේ","","","","","","","","","","","",""
"","5","Galewela
khj;jis","Cutting Failure","2020.12.21","","","1","1","","","","","",""
"","","Matale","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","0","0","1","1","0","0
0","0
0","0
0","0",""
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","28","108","1","1","0","0
21","0
0","1
3","13",""
"","","පුත්තලම","","","","","","","","","","","",""
"වයඹ පලාත","6","Mahawewa
Gj;jsk;","High Wind","2020.12.21","1","2","","","","1","","","",""
"tlNky;","","Puttalam","","","","","","","","","","","",""
"khfhzk;   North","","","","","","","","","","","","","",""
