"","දදනික තත්ත්ව වාර්තාව- ශ්‍රී ලංකාව/epiyik mwpf;if-,yq;if/Situation Report- Sri Lanka දිනය/jpfjp /Date 30th  May 2025 at 0900hrs","","","","","","","","","","","","","",""
"","","","","","","බලපෑමට ලක්වු","","","","","නිවාස්ත්‍ හානි Nrjkile;j","","","",""
"","","පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு","","","","","","","","","","","ලවනත් හානි பிற பாதிப்புகள்","ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd",""
"","","","","","","ghjpf;fg;gl;l","","","","","tPLfs; Houses","","","",""
"","","Administrative purview","","","","","","","අතුරුදහ","","","","Other Damages","miktplk; Safe Location",""
"","","","","","","Affected","","තුවාලවු","","Damaged","","","","",""
"","","","","","","","","","න්වූ","","","","","",""
"","","","","ආරම්භක දිනය","","","","පුද්ගලයින්","","","","","","",""
"","","","","","","","","","පුද්ගලයින්","","","","කුඩා හා මධය","",""
"","","","ආපදාව","mdu;j;jk;","","","මිය යෑම්","","","","","","","",""
"","","","","","","","","","","","","","ඉතා වැදගත් යටිතල","ආරක්ිත",""
"පළාත khfhzk;","","","","","","","kuzq;f","fhaki","","","","","පරිමාණ වයාපාරික","","ලවනත් කරුණු"
"","#","","mdHj;jk","Muk;gpj;j jpfjp","","","","","fhzhk","","","","පහසුකම් වලට වූ","ස්ත්‍
රථාන  
පවුේ",""
"Province","","","","","","","s;","le;NjhH","","","","","ස්ත්‍
රථාන சிறிய,","","NtW Fwpg;Gf;fs; Remarks"
"","","ප්‍රා.ලේ. ලකා","","","","","","","y;NghNd","","අර්ධ හානි","","","",""
"","","","Disaster","Date of","පවුේ ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්","Deaths","","","","","","හානි mbg;gilf; 
நடுத்தர,","පුද්ගලයින් 
ස්ත්‍ංඛ්‍යාව 
ස්ත්‍ංඛ්‍යාව",""
"","දිස්ත්‍රික්කය","","","","","","","","hH","පූර්ණ හානි","gFjpas","","நிறுவனங்களின்","",""
"","","gpuNjr nra.gp     DS","","","FLk;gq;fs;","egHfs;","","","","","","","fl;likg;Gf;fs;","egHfs; 
vz;zpf;i
FLk;gq;f",""
"","","","","commenced","","","","Injured","","KOik Fully","","T","","",""
"","மாவட்டம் District","","","","Families","People","","","Missing","","","","சேதங்கள்; Small, 
Damages to","s; 
Persons
f   No.",""
"","","Division","","","","","","People","","","Partially","","","",""
"","","","","","","","","","People","","","","Medium, 
critical","Families
of Safety",""
"","","","","","","","","","","","","","Enterprises 
Infrastructure","Locations",""
"","","","","","","","","","","","","","Damages","",""
"","","","High Wind /Flash","","","","","","","","","","","",""
"","","Chilaw","","","69","213","","","","","10","","","",""
"","","","Flood","","","","","","","","","","","",""
"","","Kalpitiya","","","1","5","","","","","1","","","",""
"","","Mundalama","","","2","8","","","","","2","","","",""
"","","Anamaduwa","","","2","9","","","","","2","","","",""
"","","Nattandiya","","","3","12","","","","","3","","","",""
"","පුත්තලම","Wennappuwa","High Wind","","1","3","","","","","1","","","",""
"","1","","","2025.05.26/27","","","","","","","","","","",""
"වයඹ පලාත tlNky;","Gj;jsk;  Puttalam","Mahawewa","","","4","14","","4","","","4","","","",""
"khfhzk;  North","","","","","","","","","","","","","","",""
"","","Dankotuwa","","","1","4","","","","","1","","","",""
"Western","","","","","","","","","","","","","","",""
"","","Mahakumbukkadawala","","","2","4","","","","","2","","","",""
"","","Madampe","","","4","14","","","","","4","","","",""
"","","","Flood","","56","197","","","","","1","","","",""
"","","Arachchikattuwa","","","","","","","","","","","","",""
"","","","Drowing","","","","1","","","","","","","","Drowning in the Sea"
"","","Pallama","High Wind","","1","3","","","","","1","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","146","486","1","4","0","0","32","","0
0","0
0
0",""
"","","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","146","486","1","4","0","0","32","","0
0","0
0
0",""
"","යාපනය","","","","","","","","","","","","","",""
