"පළොත් ඵකතුව khfhz $l;Lj;njhif  Province Total","33","135","1","0","1","0","32","0","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","1297","4929","5","2","1","8","381","13","2","4","31"
"","","","ආපදො කළම ොකරණ මධ්‍යස්ථො ය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","",""
"","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","",""
"","","","ෆැක්ස්/ njhiy efy; / Fax:                  0112670079","","","","","","","",""
"","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","",""
"","","","නවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","",""
"","","","……………………………………………………….","","","","","","","",""
"","","","J.M.A.R.Jayarathne","","","","","","","",""
"","","","Deputy Director / Duty Officer","","","","","","","",""
"","","","For Director General","","","","","","","",""
