"උතුරුමැද","","ගපොගලොන්නරුව","Thamankaduwa","","","14","53","","","","","","","","","",""
"පලාත/tlkj;","4","nghyd;dWit","","Minor Flood","2018.11.06","","","","","","","","","","","",""
"jpa","","Polonnaruwa","","","","","","","","","","","","","","",""
"","","","Welikanda","","","28","93","","","","","","","","","",""
"khfhzk;/","","","","","","","","","","","","","","","","",""
"North","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","42","146","0","0","0","0","0","0","0","0","0","0"
"Central","","","","","","","","","","","","","","","","",""
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","","42","146","0","0","0","0","0","0","0","0","0","0"
"","මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","","","1100","3936","2","4","0","1","14","5","0","5","499","1706"
"","","","","","","","","රාජකාරි භාර නිළධ්‍ාරි / flik mjpfhhp / Duty Officer : 011 2670002","","","","","","","","",""
