"දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total","0","0","0","0","0","0","0","0","0","1","19","70"
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","0","0","0","0","0","0","0","0","0","1","19","70"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","2","5","1","1","0","0","2","0","0","8","147","560"
"","","","ආපදා කළමනාකරණ මධ්‍යස්ථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
"","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","","",""
"","","","ෆැක්ස්/ njhiy efy; / Fax:                  0112670079","","","","","","","","",""
"","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","","",""
"","","","වවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","","",""
"","","","…..............................................","","","","","","","","",""
"","","","Gp Capt D.M.R.Dasanayaka","","","","","","","","",""
"","","","Duty Officer","","","","","","","","",""
"","","","For Director General","","","","","","","","",""
"","","","* This is an authorized report by DMC - EOC duty officer.","","","","","","","","",""
