"Rathnapura","Kalawana","","2024.05.20","12","42","","","","","","4","","","",""
"","","wind","","","","","","","","","","","","",""
"","","Heavy Rain and high","","","","","","","","","","","","",""
"","Imbulpe","","2024.05.20","10","43","","","","","","9","","","",""
"","","wind","","","","","","","","","","","","",""
"","","Heavy Rain and high","","","","","","","","","","","","",""
"","Kahawattha","","2024.05.20","2","8","","","","","","2","","","",""
"සබරගමුව පලොත","","wind","","","","","","","","","","","","",""
"rg;ufKt","","Heavy Rain and high","","","","","","","","","","","","",""
"","Palmadulla","","2024.05.20","19","64","","","","","1","18","","","",""
"Sabaragamuwa","","wind","","","","","","","","","","","","",""
"","","Heavy Rain and high","","","","","","","","","","","","",""
"","Nivithigala","","2024.05.20","2","11","","","","","","2","","","",""
"","","wind","","","","","","","","","","","","",""
"","","Heavy Rain and high","","","","","","","","","","","","",""
"","Eheliyagoda","","2024.05.20","17","59","","","","","","17","","","",""
"","","wind","","","","","","","","","","","","",""
"","","Heavy Rain and high","","","","","","","","","","","","",""
"","Opanayake","","2024.05.20","1","4","","","","","","1","","","",""
"","","wind","","","","","","","","","","","","",""
"","දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","136","486","","1","2","0","1","120","0","0","0","0
0"
"","Rambukkana","Tree fallen","2024.05.20","1","3","","","","","","1","","","",""
"","","Lightning","2024.05.20","1","3","","","","","","1","","","",""
"","Galigamuwa","","","","","","","","","","","","","",""
"","","Tree falen","2024.05.20","1","3","","","","","","1","","","",""
"කෑගල්ල Nffhiy","","Heavy Rain","2024.05.20","1","2","","","","","","1","","","",""
"2","Warakapola","","","","","","","","","","","","","",""
"Kegalle","","Tree fallen","2024.05.20","1","4","","","","","","1","","","",""
"","Ruwanwella","High wind","2024.05.21","15","59","","","","","","15","","","",""
"","Kegalle","Tree fallen","2024.05.20","1","4","","","","","","1","","","",""
"","Dehiovita","Tree fallen","2024.05.20","1","4","","","","","","1","","","",""
"","දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","22","82","","0","0","0","0","22","0","0","0","0
0"
"","පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","158","568","","1","2","0","1","142","0","0","0","0
0"
"කිලින ොච්චිය","","","","","","","","","","","","","","","Drinking water is being"
"3
fpspnehr;rp","Karachchi","Drought","2024.04.17","432","946","","","","","","","","","","distributed for drought"
"","","","","","","","","","","","","","","","areas"
"Killinochchi","","","","","","","","","","","","","","",""
"","දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","432","946","","0","0","0","0","0","0","0","0","0
0"
"උතුරු පලොත","","","","","","","","","","","","","","",""
"tl khfhzk;","Velanai","","2024.05.18","","","","","","","","","1","","",""
"යොප ය","","","","","","","","","","","","","","",""
"4","","High Wind / Rain","","","","","","","","","","","","",""
"Northen","","","","","","","","","","","","","","",""
"aho;g;ghzk; Jaffna","","","","","","","","","","","","","","",""
"","Tellipalai","","2024.05.19","1","2","","","","","","","","","",""
"","දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","1","2","","0","0","0","0","0","1","0","0","0
0"
"","පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","433","948","","0","0","0","0","0","1","0","0","0
0"
"","Horana","Lightning","2024.05.20","2","8","","","","","","2","","","",""
"","Mathugama","High Wind","2024.05.19","11","39","","","","","","11","","","",""
"","Madurawela","Cutting faliture","2024.05.19","7","21","","","","","","7","","","",""
"","Palindanuwara","High Wind","2024.05.19","2","11","","","","","","2","","","",""
"","Beuwela","High Wind","2024.05.20","6","14","","","","","","6","","","",""
"","Kaluthara","High Wind","2024.05.19","21","84","","","","","","21","","","",""
"කළුතර","","","","","","","","","","","","","","",""
"","Bandaragama","High Wind","2024.05.20","8","33","","","","","","8","","","",""
"5
fSj;Jiw","","","","","","","","","","","","","","",""
"Kalutara","","","","","","","","","","","","","","",""
