"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","27883","89480","0","0","0","0","0","0","0","0","0"
"","","","ආපදා කළමනාකරණ මධ්‍යස්ත්‍රථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","",""
"","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","",""
"","","","ෆැක්ස්ත්‍ර/ njhiy efy; / Fax:                  0112670079","","","","","","","",""
"","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","",""
"","","","ගවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","",""
"","","","……………………………………………………….","","","","","","","",""
"","","","T.W.K.I. Pushpakumara","","","","","","","",""
"","","","Assistant Director / Duty Officer","","","","","","","",""
"","","","For Director General","","","","","","","",""
"","","","* This is an authorized report by DMC - EOC duty officer.","","","","","","","",""
