"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","4759","19127","0","0","0","0","7","1","0","4","340","1140"
"පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","4759","19127","0","0","0","0","7","1","0","4","340","1140"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","8284","29447","0","1","0","0","18","1","1","4","340","1140"
"","","","ආපදො කළම ොකරණ මධ්‍යස්ත්‍රථො ය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
"","","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","","","",""
"","","","ෆැක්ස්ත්‍ර/ njhiy efy; / Fax:                  0112670079","","","","","","","","",""
"","","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","","","",""
"","","","නවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","","","",""
"","","","…..............................................","","","","","","","","",""
"","","","Wg Cdr ER Waduge","","","","","","","","",""
"","","","Duty Officer","","","","","","","","",""
"","","","For Director General","","","","","","","","",""
"","","","* This is an authorized report by DMC - EOC duty officer.","","","","","","","","",""
