"khfhzk;","#","","","mdHj;jk;","Muk;gpj;j jpfjp","","","kuzq;fs;","le;NjhH","","","අර්ධ","පරිමාණ ලයාපාරික","යටිත඼ පහසුකම්","","","NtW Fwpg;Gf;fs;"
"","","","","","","","","","","ky;Ngh","","","","","ස්ථාන","",""
"","","","","","","","","","","","","","","","","පවුේ",""
"Province","","","","Disaster","Date of","","","Deaths","","","පූර්ණ","හානි","ස්ථාන சிமி஬,","ල඼ට වූ හානි","සංඛ්‍යාල","","Remarks"
"","","දිස්ත්‍රික්කය","ප්‍රා.ලේ. ලකො","","","පවුේ සංඛ්‍යාල","පුද්ග඼යින්","","","NdhH","","","","","","සංඛ්‍යාල","පුද්ග඼යින්"
"","","","","","commenced","","","","Injured","","හානි","gFjpa","நடுத்த஭,","mbg;gilf;","vz;zpf;i","",""
"","","","gpuNjr nra.gp","","","FLk;gq;fs;","egHfs;","","","Missin","","","","","","FLk;gq;","egHfs;"
"","","஫ாவட்டம்","","","","","","","","","","sT","நிறுவனங்கரி","fl;likg;Gf;fs;","f   No.","",""
"","","","","","","","","","","","KOik","","","","","",""
"","","District","DS Division","","","Families","People","","","g","","","ன் சசதங்கள்;","","","fs;","Persons"
"","","","","","","","","","People","","Fully","Partiall","","Damages to","of Safety","",""
"","","","","","","","","","","","","","Small, Medium,","","","",""
"","","","","","","","","","","People","","","","","","Families",""
"","","","","","","","","","","","","y","","critical","Location","",""
"","","","","","","","","","","","","","Enterprises","","","",""
"","","","","","","","","","","","","","Damages","Infrastructure","s","",""
"","","","","","2019.03.18","13","58","","","","","13","","","1","2","13 Pettigala"
"","","","","","2019.04.26","30","109","","","","","30","","","1","23","80 pettigala ground"
"","","","Balangoda","Landslide Risk","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","Heyaswatte Tamil"
"","","","","","2019.04.26","9","34","","","","","","","","1","9","34"
"","","","","","","","","","","","","","","","","","School- Kolonne"
"","","","Kalawana","","2019.06.06","2","9","","","","","2","","","","",""
"","","රත්නපුර","","High wind/","","","","","","","","","","","","",""
"","","","","","2019.06.10","6","30","","","","","6","","","","",""
"","1",",uj;jpdGhp","Kuruwita","Lightning","","","","","","","","","","","","",""
"","","","","","2019.06.09","11","46","","","","","11","","","","",""
"","","Rathnapura","","","","","","","","","","","","","","",""
"","","","Niwithigala","Cutting Failure","2019.06.10","1","5","","","","","","","","","",""
"","","","Eheliyagoda","","2019.06.09","15","60","","","","","15","","","","",""
"","","","Palmadulla","High wind/","2019.06.10","13","44","","","","","13","","","","",""
"","","","Balangoda","Lightning","2019.06.10","2","8","","","","","2","","","","",""
"","","","Nivithagala","","2019.06.12","4","11","","","","","1","","","","",""
"","","දිස්ත්‍රික් එකතුල    khtl;l $l;Lj;njhif  District Total","","","","106","414","0","0","0","0","93","0","0","3","34","127"
"සබරගමුල ප඼෈ත","","","","","","","","","","","","","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","","",""
"Sabaragamuwa","","","","Drought","2019.04.15","50","155","","","","","","","","","",""
"","","","Kegalle","","","","","","","","","","","","","",""
"","","","","Tree Fallen","2019.06.08/10","2","9","","","","","2","","","","",""
"","","","Daraniyagala","High wind","2019.06.09/10","9","81","","","","","9","","","","",""
"","","ක්ගල්඼","","High wind/","","","","","","","","","","","","",""
"","","","Ruwanwella","","","11","46","","2","","","7","","","","",""
"","2","Nffhiy","","Lightning","","","","","","","","","","","","",""
"","","Kegalle","Yatiyantota","","","13","49","","","","","13","","","","",""
"","","","Bulathkohupitiya","","","13","60","","","","","13","","","","",""
"","","","","","2019.06.09","","","","","","","","","","","",""
"","","","Mawanella","","","3","4","","","","","3","","","","",""
"","","","","High wind","","","","","","","","","","","","",""
"","","","Aranayaka","","","9","32","","","","","9","","","","",""
"","","","Dehiowita","","","7","21","","","","","7","","","","",""
"","","","Galigamuwa","","","5","23","","","","","5","","","","",""
"","","දිස්ත්‍රික් එකතුල    khtl;l $l;Lj;njhif  District Total","","","","122","480","0","2","0","0","68","0","0","0","0","0"
"","","පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","","","228","894","0","2","0","0","161","0","0","3","34","127"
"ලයඹ ප඼෈ත","","","Arachchikattuwa","","2019.01.24","1598","5719","","","","","","","","","",""
"tlNky;","","","","","","","","","","","","","","","","",""
"","","","Mundalama","","","2041","7404","","","","","","","","","",""
"khfhzk;","","","","","2019.01.24","","","","","","","","","","","",""
"North Western","","","Pallama","","","1823","6173","","","","","","","","","",""
"","","","Mahawewa","","2019.01.24","2164","8238","","","","","","","","","",""
"","","","Naththandiya","Drought","2019.01.24","1019","3365","","","","","","","","","",""
"","","","Nawagaththegama","","2019.01.24","148","392","","","","","","","","","",""
"","","","Wanathavilluwa","","","455","1572","","","","","","","","","",""
"","","","Karuwalagaswewa","","2019.01.24","1137","3348","","","","","","","","","",""
"","","පුත්ත඼ම","","","","","","","","","","","","","","",""
"","","","Mahakubukkadawala","","","3042","9562","","","","","","","","","",""
"","3","Gj;jsk","","","","","","","","","","","","","","",""
"","","Puttalam","Mahawewa","","","3","12","","","","","3","","","","",""
"","","","","Lightning","2019.06.07","","","","","","","","","","","",""
"","","","Naththandiya","","","2","7","1","1","","","","","","","",""
"","","","Karuwalagaswewa","","","2","6","","","","","2","","","","",""
"","","","","","2019.06.09","","","","","","","","","","","",""
"","","","Kalpitiya","","","1","2","","","","","1","","","","",""
"","","","Nawagaththegama","","","1","5","","","","","1","","","","",""
"","","","","Wind","2019.06.10","","","","","","","","","","","",""
