"2","4","0","0","2","0","0","0","0"
"2","4","0","0","2","0","0","0","0"
"64","64","0","3","2","0","18","0","0"
"","","රොජ ොරි භොර නිළධොරි / flik mjpfhhp / Duty Officer : 011 2670002","","","","","",""
"","","මාධය ප්‍රකාශක / nra;jp njhlHghsHfs; / Media Spokesmen :","","","","","",""
"","","ආපදො  ළමනො රණ මධයස්ථොනය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","",""
"","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","",""
"","","ෆැක්ස්/ njhiy efy; / Fax:                  0112670079","","","","","",""
"","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","",""
"","","කෙබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","",""
"","","……………………………………………………….","","","","","",""
"","","CDR R.L Balasuriya","","","","","",""
"","","Duty Officer","","","","","",""
"","","For Director General","","","","","",""
"","","* This is an authorized report by DMC - EOC duty officer. No Signature is required","","","","","",""
