"","","","","","","","","","","","","","","නිවාස්ත්‍ හානි","","","","","","",""
"","","","","","","","බලපෑමට ලක්වු","","","","","","","","","","","","","",""
"","","","පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு Administrative","","","","","","","","","","","Nrjkil e ;j","","","ලවනත් හානි பிற பாதிப்புகள்","","","ආරක්ිත ස්ත්‍රථාන ghJfhg ;ghd",""
"","","","","","","","ghjp f;fg;gl ;l","","","","","","","","","","","","","",""
"","","","purview","","","","","","","","","","","tPLfs ; Houses","","","Other Damages","","","miktp l k; Safe Location",""
"","","","","","","","Affected","","","","තුවාලවු","අතුරුදහ","","","","","","","","",""
"","","","","","","","","","","","","","","Damaged","","","","","","",""
"","","","","","ආරම්භක දිනය","","","","","","පුද්ගලයින්","න්වූ","","","","","","","","",""
"","","","","ආපදාව","mdu;j;jk;","","","","","මිය යෑම්","","පුද්ගලයින්","","","","","","","","",""
"පළාත khfhzk;","","","","","","","","","kuzq;f","","fhaki","fhzhk","","","","කුඩා හා මධය","","","","","ලවනත් කරුණු                 NtW"
"","#","","","mdHj;jk","Muk;gpj;j jpfjp","","","","","","","","","","","","ඉතා වැදගත් යටිතල","","","",""
"","","","","","","","","","","s ;","l e ;NjhH","y;NghNd","","","","පරිමාණ වයාපාරික","","","ආරක්ිත","","Fwpg;Gf;fs ; Remarks"
"Province","","","","","","","","","","","","","","","","","පහසුකම් වලට වූ","","","",""
"","","","","Disaster","Date of","","","","","Deaths","","hH","","","","ස්ත්‍
රථාන சிறிய,","","","ස්ත්‍
රථාන","පවුේ",""
"","","","","","","","","","","","","","පූර්ණ","","","","","","","",""
"","","","ප්‍රා.ලේ. ලකා","","","පවුේ ස්ත්‍ංඛ්‍යාව","","පුද්ගලයින්","","","Injured","Missing","","","අර්ධ හානි","நடுத்தர,","හානි","","ස්ත්‍ංඛ්‍යාව","","පුද්ගලයින්"
"","","දිස්ත්‍රික්කය","","","commenced","","","","","","","","හානි","","gFjp as","","mbg ;gil f;","","","ස්ත්‍ංඛ්‍යාව",""
"","","","gpuNjr nra.gp     DS","","","FLk;gq;fs ;","","egH fs ;","","","People","People","","","","நிறுவனங்களின்","","","vz;zp f;i","FLk;gq;f","egH fs ;"
"","","","","","","","","","","","","","KO ik","","T","","fl ;l ikg ;G f;fs ;","","","",""
"","","மாவட்டம் District","","","","Families","","People","","","","","","","","சேதங்கள்; Small,","","","f   No.","s ;","Persons"
"","","","Division","","","","","","","","","","Fully","","Partially","","Damages to","","","",""
"","","","","","","","","","","","","","","","","Medium,","","","of Safety","Families",""
"","","","","","","","","","","","","","","","","","critical","","","",""
"","","","","","","","","","","","","","","","","Enterprises","","","Locations","",""
"","","","","","","","","","","","","","","","","","Infrastructure","","","",""
"","","","","","","","","","","","","","","","","Damages","","","","",""
"","","","","","2022.10.12","","1","","3","","","","","","1","","","","","",""
"","","","","Highwind","","","","","","","","","","","","","","","","",""
"","","","Beliaththa","","2022.10.16","","1","","4","","","","","","1","","","","","",""
"","","හම්බනගතාට","","","","","","","","","","","","","","","","","","",""
"","1","`k;ghe;Njhl;il","","Landslide","2022.10.14","","","","","","","","","","","","","1","","",""
"","","Hambantota","","","","","","","","","","","","","","","","","","",""
"","","","","Rock Fallen","2022.10.27","","1","","4","","","","","","1","","","","","",""
"","","","Katuwana","","","","","","","","","","","","","","","","","",""
"","","","","High Wind","2022.10.13","","1","","2","","","","","","1","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","","4","","13","0","0","0","","0","4","0","","1","0","0","0"
"","","","Weilivitiya Divithura","Cutting Failure","2022.10.14","","11","","44","","","","","","11","","","","","",""
"","","","","Rock Fallen","2022.10.15","","1","","5","","","","","","1","","","","","",""
"","","","","","2022.10.22","","1","","4","","1","","","1","","","","","","",""
"","","","Rathgama","Collaps Of The wall","","","","","","","","","","","","","","","","",""
"දකුනු පලාත","","","","","2022.10.23","","1","","6","","","","","","1","","","","","",""
"njd; khfhzk;","","","","","","","","","","","","","","","","","","","","",""
"","","","","Tree Fallen","2022.10.23","","1","","6","","","","","","1","","","","","",""
"Southern","","","","","","","","","","","","","","","","","","","","",""
"","","ොල්ල","Habaraduwa","Heavy Rain","2022.10.15","","5","","17","","","","","","","","","","","",""
"","2","","","","","","","","","","","","","","","","","","","",""
"","","fhyp              Galle","","Cutting Failure","2022.10.23","","1","","5","","","","","","1","","","","","",""
"","","","Balapitiya","","","","","","","","","","","","","","","","","",""
"","","","","Collaps Of The wall","2022.10.23","","1","","4","","","","","","1","","","","","",""
"","","","Ambalangoda","Cutting Failure","2022.10.23","","1","","2","","","","","","1","","","","","",""
"","","","Benthota","Cutting Failure","2022.10.23","","1","","4","","","","","","1","","","","","",""
"","","","Imaduwa","Heavy Rain","2022.10.23","","1","","2","","","","","","1","","","","","",""
"","","","Kadawatsatara","Cutting Failure","2022.10.23","","3","","15","","","","","","3","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","","28","114","","0","1","0","","1","22","0","","0","0","0","0"
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","","32","127","","0","1","0","","1","26","0","","1","0","0","0"
"","","","","Lightning","2022.10.12","","1","","5","1","","","","","","","","","","",""
"","","","Muthur","","","","","","","","","","","","","","","","","",""
"","","","","High wind","2022.10.20","","1","","1","","","","","","1","","","","","",""
"","","","Gomarankadawala","","2022.10.15","","1","","3","","","","","","1","","","","","",""
"","","","Seruwila","Heavy Rain & Wind","2022.10.16","","1","","5","","","","","","1","","","","","",""
"","","ත්‍රීකුණාමලය","","","","","","","","","","","","","","","","","","",""
"","3","jp.kiy","","","2022.10.20","","4","","11","","","","","","3","1","","","","",""
"","","Trincomalee","","","","","","","","","","","","","","","","","","",""
"","","","Kuchchaveli","High wind","2022.10.23","","2","","7","","1","","","","1","","","","","",""
"","","","Thampalagamam","Heavy Rain","2022.10.15","","1","","3","","","","","","1","","","","","",""
"","","","","","2022.10.21","","1","","2","","","","","","1","","","","","",""
"","","","Kinniya","High wind","","","","","","","","","","","","","","","","",""
"","","","","","2022.10.20","","1","","2","","","","","","1","","","","","",""
