"මන්නාරම","31","25","90","70","ප්‍රධාන වශයයන් වැසි රහිත",""
"","பிரதான நகரங்களுக்கான வானிலை முன்னறிவித்தல்","","","","",""
"","வவப்பநிலை (0C)","","சாரீரப்பதன் (%)","","",""
"நகரம்","","","","","","வானிலை"
"","உச்ச","குலைந்த","உச்ச","குலைந்த","",""
"அனுராதபுரம்","32","23","95","60","பிரதானமாக சீரான வானிலை",""
"மட்டக்களப்பு","29","25","80","70","பிரதானமாக சீரான வானிலை",""
"வகாழும்பு","32","26","80","60","பிரதானமாக சீரான வானிலை",""
"காலி","30","24","80","65","பிரதானமாக சீரான வானிலை",""
"யாழ்ப்பாணம்","30","22","95","70","பிரதானமாக சீரான வானிலை",""
"கண்டி","30","19","95","55","பிரதானமாக சீரான வானிலை",""
"நுவவரலியா","20","9","90","40","பிரதானமாக சீரான வானிலை",""
"இரத்தினபுரி","35","22","95","45","பிரதானமாக சீரான வானிலை",""
"திருககாணமலை","29","25","85","70","பிரதானமாக சீரான வானிலை",""
"மன்னார்","31","25","90","70","பிரதானமாக சீரான வானிலை",""
