"9
nkhdwhfiy","","","","","","","","","","","","","","",""
"Moneragala","","","","","","","","","","","","","","",""
"","","දැඩි සුලග","","","","","","","","","","","","",""
"","Madulla","","2018.05.30/31","3","9","","","","","3","","","","",""
"","","fLk; fhw;W  High","","","","","","","","","","","","",""
"","Katharagama","","2018.05.31","2","7","","","","","2","","","","",""
"","","Wind","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","24","91","1","1","0","1","19","0","0","0","0","0"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","312","1196","5","5","0","1","297","1","0","0","0","0"
"","Warakapola","ගංවතුර හා ඉවුරු","","40","128","","1","","1","35","","","","",""
"","Kegalle","කඩාවැටීම","","88","318","","1","","2","70","","","","",""
"","Galigamuwa","kz;rhpT","","44","173","","","","","14","1","","","",""
"","","Flood & Cutting","","","","","","","","","","","","","One person deid due"
"","Bulathkohupitiya","","","211","680","1","1","","","16","","","","",""
"","","Failure / High","","","","","","","","","","","","","to Cutting Failure"
"","","Wind / Tree Falen /","","","","","","","","","","","","","One person deid due to"
"","Ruwanwella","","","214","876","1","","","","24","1","","","",""
"","","","","","","","","","","","","","","","Drowning"
"කෑගල්ල","","","","","","","","","","","","","","",""
"","","","2018.05.20 -","","","","","","","","","","","",""
"10
Nffhiy","","","","","","","","","","","","","","","One person deid due"
"","Deraniyagala","","2018.06.07","190","764","1","","","","189","5","","","",""
"Kegalle","","","","","","","","","","","","","","","to Cutting Failure"
"","Dehiovita","","","569","2252","","","","","488","1","","","",""
"","Aranayaka","","","160","505","","","","","36","","1","","",""
"","Yatiyanthota","","","28","147","","1","","1","25","1","","","",""
"","","","","","","","","","","","","","","","One person deid due to"
"","Rambukkana","","","21","83","1","","","1","10","","","","",""
"","","","","","","","","","","","","","","","Tree Fallen"
"","Mawanella","","","77","306","","","","2","50","","","","",""
"","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","1642","6232","4","4","0","7","957","9","1","0","0","0"
"","","Rock Climbing /","","","","","","","","","","","","",""
"","","","2018.05.12","16","52","","","","","","","","1","3","10"
"","","ගේ ලපරලීම්","","","","","","","","","","","","",""
"","Ehaliyagoda","","","","","","","","","","","","","",""
"","","High Wind","2018.06.04","1","5","","","","","1","","","","",""
"සබරගමුව","","","","","","","","","","","","","","",""
"","","","","136","544","","","","1","18","","","","",""
"පලාත/rg;uf","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","One person deid due to"
"Kt/","Kuruvita","","","1583","6431","1","","","2","71","","","","",""
"","","","","","","","","","","","","","","","Building Collapse"
"Sabaragam","","","","","","","","","","","","","","",""
"","Nivithigala","","","177","660","","","","","33","","","","",""
"uwa/","","","","","","","","","","","","","","",""
"","Rathnapura","","","1944","8293","","","","1","135","","","","",""
"","Elapatha","","","2665","9994","","","","6","85","","","","",""
"","Kahawatta","","","29","112","","","","","29","","","","",""
"රත්නපුර","Kalawana","","","81","293","","","","","27","","","","",""
"11
,uj;jpdGhp","","","","","","","","","","","","","","",""
"","","නායයෑම් /ඉවුරු කඩා","","","","","","","","","","","","","One person deid due"
"Rathnapura","Kiriella","","","1588","5867","1","1","","2","12","","","","",""
"","","වැටීම  kz;rhpT/","","","","","","","","","","","","","to Cutting Failure"
"","","","2018.05.21","","","","","","","","","","","",""
"","","Landslide Cutting","","","","","","","","","","","","",""
"","Pelmadulla","","","371","1450","","","","2","37","","","","",""
"","","Failure","","","","","","","","","","","","",""
"","Opanayaka","","","97","298","","","","","10","","","","",""
"","Ayagama","","","310","1071","","","","2","18","","","","",""
"","Balangoda","","","16","57","","","","","14","","","","",""
"","Imbulpe","","","30","109","","","","1","29","","","","",""
"","Kolonna","","","43","167","","3","","","43","","","","",""
"","Godakawala","","","38","152","","","","","35","","","","",""
"","Weligapola","","","15","48","","","","2","13","","","","",""
"","Embilipitiya","","","1","2","","","","","1","","","","",""
"","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","9141","35605","2","4","0","19","611","0","0","1","3","10"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","10783","41837","6","8","0","26","1568","9","1","1","3","10"
"","Elpitiya","","","26","165","","","","1","25","","","","",""
"","Karandeniya","","","5","14","","","","","5","","","","",""
"","Walivita divitura","","","18","80","","1","","","18","","","","",""
"","Habaraduwa","","","19","70","","","","5","13","1","","","",""
"","Akmeemana","","","8","43","","","","","8","","","","",""
"","","","","","","","","","","","","","","","One person deid due"
"","Thawalama","","","86","306","1","","","","86","1","","","",""
"","","","","","","","","","","","","","","","to Drowning"
"","Ambalangoda","දැඩි වර්ෂාව","","9","34","","","","2","6","","","","",""
"ගාල්ල","","","","","","","","","","","","","","",""
"12","","fLk; kio","2018.05.20","","","","","","","","","","","",""
"fhyp        Galle","Nagoda","","","178","705","","","","1","31","","","","",""
"","","Heavy Rain","","","","","","","","","","","","",""
"","Balapitiya","","","9","42","","","","","9","","","","",""
"","Baddegame","","","109","373","","","","","18","4","","","",""
"","Hikkaduwa","","","11","35","","","","","1","10","","","",""
"","Niyagama","","","7","24","","","","1","3","3","","","",""
"","Bope Poddala","","","7","29","","","","","7","","","","",""
"","Kadawath Sathara","","","5","24","","","","","5","","","","",""
