"Central","","","","","","","","","","","","","","","",""
"","","Poojapitiya","","2018.05.22","6","26","","","","","6","","","","",""
"","","","දැඩි වර්ෂාව","","","","","","","","","","","","",""
"","","Pathahewanheta","","2018.05.27","12","39","","1","","","12","","","","",""
"","","","fLk; kio Heavy","","","","","","","","","","","","",""
"","","Minipe","","2018.05.29","7","32","","1","","","7","","","","",""
"","","","Rain","","","","","","","","","","","","",""
"","","Udadumbara","","2018.05.30","14","46","","","","","14","","","","",""
"","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","446","1934","0","7","0","7","192","2","1","1","9","45"
"","","","","","","","","","","","","","","","","Albian Day care"
"","","Nuwaraeliya","","2018.05.21/31","180","853","","2","","6","92","","","2","2","9"
"","","","","","","","","","","","","","","","","centre"
"","","Ambagamuwa","","2018.05.21/29","127","543","","","","","37","","","","",""
"","","","නායයෑම් අවදානම","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","Safe Location -"
"","නුවරඑලිය","","/ඉවුරු කඩා වැටීම","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","Uidakotasa Community"
"","6
Etnuypah","","kz;rhpT/","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","Hall / Ramboda Hindu"
"","Nuwara Eliya","Kotmale","Landslide Risk","","206","745","","","","1","45","","","3","39","100"
"","","","","","","","","","","","","","","","","School / Masswela"
"","","","","2018.05. 21/29","","","","","","","","","","","",""
"","","","Cutting Failure","","","","","","","","","","","","","Gemunu Maha Vidyalaya /"
"","","","","","","","","","","","","","","","","Dakunumeda kubura hall"
"","","","","","","","","","","","","","","","","One person deid due to"
"","","Walapnae","","","76","306","1","","","1","57","","","","",""
"","","","","","","","","","","","","","","","","Drowning"
"","","Haguranketha","","2018.05.21/29","40","173","","","","","40","","","","",""
"","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","629","2620","1","2","0","8","271","0","0","5","41","109"
"","","Ukuwela","","","6","25","","","","","6","","","","",""
"මධ්‍යම","","","","","","","","","","","","","","","",""
"පලාත/","","Abangagakorale","","","17","63","","","","","17","","","","",""
"kj;jpa","","","","","","","","","","","","","","","",""
"khfhzk;/","","Yatawatta","","","3","15","","","","","3","","","","",""
"Central","","","","","","","","","","","","","","","",""
"","","Rattota","","","8","26","","","","","8","","","","",""
"","","Naula","","","6","28","","","","","6","","","","",""
